<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
HHP,20201211,13,13.1,12.8,12.9,305200
HJS,20201211,33.4,33.4,33.4,33.4,2300
HLD,20201211,27.1,27.7,26.8,27.1,74390
HMH,20201211,9.8,9.8,9.8,9.8,10600
HOM,20201211,3.2,3.2,3.1,3.2,5400
HUT,20201211,2.8,2.9,2.7,2.8,2329467
HVT,20201211,31,33,31,33,4100
ICG,20201211,7,7,7,7,128
IDC,20201211,32.5,32.9,31.9,32.4,1693209
IDJ,20201211,14.2,14.7,14.2,14.7,165630
IDV,20201211,56.8,57,56.7,57,18900
INN,20201211,31.4,32.4,30.3,32,45200
ITQ,20201211,2.4,2.4,2.2,2.4,71200
IVS,20201211,5.9,6,5.7,5.7,17100
KDM,20201211,2,2.1,2,2,6700
KKC,20201211,7,7,7,7,2600
KLF,20201211,1.7,1.8,1.7,1.7,650911
KSQ,20201211,1.5,1.6,1.5,1.6,800
KTS,20201211,15,15,14,14.2,400
KVC,20201211,1.1,1.2,1,1.2,253800
L14,20201211,51.9,52.5,51.6,51.7,58606
L43,20201211,2.4,2.4,2.4,2.4,9800
L61,20201211,6.9,6.9,6.9,6.9,500
LAS,20201211,7.5,7.5,7.3,7.4,315010
LCS,20201211,1.9,1.9,1.9,1.9,9100
LDP,20201211,12,12.5,12,12.5,310
LHC,20201211,45.9,45.9,44,44.9,20800
LIG,20201211,5.3,5.5,5.3,5.4,392523
LM7,20201211,3.3,3.7,3.3,3.7,300
LUT,20201211,3.6,3.6,3.3,3.6,164210
MAC,20201211,6.5,6.5,6.5,6.5,3
MAS,20201211,36,36,36,36,410
MBG,20201211,5.1,5.2,5,5.1,704240
MBS,20201211,13.3,13.7,13,13.5,253527
MCO,20201211,1.9,2,1.9,2,5000
MDC,20201211,7.6,7.6,7.6,7.6,100
MHL,20201211,3.2,3.2,3,3.1,1000
MIM,20201211,8.1,8.1,8.1,8.1,100
MPT,20201211,1.7,1.7,1.6,1.6,361400
MST,20201211,4.5,4.7,4.5,4.6,593970
NAG,20201211,4.5,4.6,4.4,4.6,75200
NBC,20201211,5.4,5.4,5.4,5.4,25200
NDN,20201211,19.7,20,19.7,19.8,307264
NET,20201211,59,59,58.5,59,1910
NGC,20201211,2.4,2.5,2.4,2.5,16400
NHA,20201211,17.1,17.7,16.8,17.7,159019
NHC,20201211,30.5,30.5,30.5,30.5,400
NHP,20201211,0.4,0.5,0.3,0.5,406600
NRC,20201211,13.3,13.3,12.8,13.2,133346
NSH,20201211,4.7,4.9,4.3,4.6,214000
NST,20201211,6.9,7,6.8,6.9,31030
NTH,20201211,29.4,29.4,29.4,29.4,5000
NTP,20201211,36.3,36.9,36.2,36.9,43230
NVB,20201211,8.5,8.5,8.3,8.5,3764820
ONE,20201211,4.2,4.3,4.2,4.3,2100
PBP,20201211,7.3,7.4,7.3,7.4,1900
PCE,20201211,9.2,9.2,9.2,9.2,6000
PCT,20201211,5.2,5.2,5.2,5.2,1600
PDB,20201211,7.4,7.4,7.4,7.4,320
PDC,20201211,3.1,3.1,3.1,3.1,100
PGN,20201211,12.2,12.4,12.1,12.4,63726
PGS,20201211,18.1,19.6,17.6,19.6,264918
PGT,20201211,3.2,3.2,3.2,3.2,2000
PHP,20201211,15.8,15.9,15.6,15.6,42361
PIA,20201211,26.7,26.7,26.6,26.6,3759
PIC,20201211,9.1,9.1,9.1,9.1,330
PLC,20201211,26.2,26.4,25.8,26.4,369988
PMC,20201211,56.5,57,56.1,57,1300
PPP,20201211,12.8,13,12.8,13,1400
PPS,20201211,7.1,7.5,7.1,7.5,44600
PSD,20201211,15.4,15.4,14.8,15,22310
PSE,20201211,7.2,7.2,7.2,7.2,100
PSI,20201211,3.9,3.9,3.9,3.9,200
PTI,20201211,20.5,23,20.5,23,3585
PTS,20201211,7.1,7.1,6.9,6.9,8600
PVB,20201211,16,16.3,16,16.2,384043
PVC,20201211,6.4,6.4,6.3,6.4,119543
PVG,20201211,7.8,7.8,7.7,7.7,2000
PVI,20201211,30.5,30.8,30.5,30.6,16215
PVL,20201211,1.1,1.1,1.1,1.1,72353
PVS,20201211,15.1,15.4,15,15.4,6223898
QHD,20201211,26,26,26,26,1500
QTC,20201211,15.5,15.5,15,15,5100
RCL,20201211,18.2,18.8,18,18,115300
S55,20201211,25,25,25,25,7000
S99,20201211,15.7,15.9,15.4,15.8,23800
SAF,20201211,48.8,48.8,48.8,48.8,23
SCI,20201211,66,66.5,66,66.1,13716
SD2,20201211,5.6,5.9,5.6,5.9,6100
SD4,20201211,3.8,3.9,3.7,3.9,5700
SD5,20201211,6.5,6.7,6.5,6.6,22700
SD6,20201211,2.6,2.7,2.6,2.7,101600
SD9,20201211,6.7,6.7,6.7,6.7,100
SDG,20201211,31,31,31,31,1011
SDT,20201211,4.3,4.4,4.3,4.4,84800
SDU,20201211,6.8,6.8,6.8,6.8,1000
SFN,20201211,21,21,21,21,28
SGC,20201211,87.3,97.7,87.3,97.7,200
SGH,20201211,36.8,36.8,36.8,36.8,100
SHB,20201211,17.1,17.4,17,17.3,6168645
SHE,20201211,17.3,17.3,17.3,17.3,200
SHN,20201211,7.8,7.8,7.4,7.4,7949
SHS,20201211,15.2,15.4,15,15.2,3350613
SIC,20201211,12.3,12.6,11.2,11.2,2700
SJE,20201211,18.8,19,18.2,18.2,2728
SLS,20201211,64.8,65.3,64.8,65.3,13970
SPI,20201211,1.4,1.4,1.4,1.4,557300
SRA,20201211,9.8,9.8,9.6,9.8,270904
STC,20201211,15.4,15.4,15.4,15.4,200
STP,20201211,6.6,6.6,6.6,6.6,500
SVN,20201211,1.7,1.8,1.7,1.7,23400
SZB,20201211,35,35.3,34.8,35.1,33830
TA9,20201211,9.6,9.9,9.6,9.9,7189
TAR,20201211,20.6,20.8,20.4,20.7,268030
TC6,20201211,4.4,4.6,4.4,4.6,6104
TDN,20201211,7.2,7.2,7.1,7.2,101800
TDT,20201211,12.9,13,12.7,12.7,137239
THB,20201211,10,10,9.5,9.5,200
THD,20201211,51.1,51.1,51,51,201900
THT,20201211,7.4,7.4,7.4,7.4,2800
TIG,20201211,6.1,6.2,6,6.2,531656
TJC,20201211,11.1,12.8,11.1,11.3,48780
TKC,20201211,6.7,6.7,6.6,6.6,2400
TKU,20201211,12.8,12.8,11.8,11.8,2900
TMB,20201211,15.8,16.2,15.8,16.2,3400
TNG,20201211,14.8,15.1,14.7,15.1,2136326
TPP,20201211,11.7,11.7,11.7,11.7,100
TTC,20201211,13.2,13.2,13.1,13.1,8000
TTH,20201211,1.6,1.8,1.6,1.7,262200
TTL,20201211,7.3,7.5,7.3,7.5,1200
TTT,20201211,33.1,33.1,33.1,33.1,1900
TTZ,20201211,3.4,3.7,3.4,3.6,16300
TV3,20201211,23.5,26,23.5,26,300
TV4,20201211,12.8,12.8,12.8,12.8,407
TVC,20201211,12.2,12.8,11.9,12.5,3001453
TVD,20201211,6.4,6.5,6.3,6.4,119251
TXM,20201211,4.6,4.9,4.6,4.8,14450
UNI,20201211,7.2,8.1,7.2,8.1,581
V21,20201211,3.9,4.1,3.7,4.1,3200
VBC,20201211,17.9,18,17.9,18,8900
VC1,20201211,8.2,8.2,8.2,8.2,86
VC2,20201211,10.2,10.2,10.2,10.2,200
VC3,20201211,16.8,16.9,16.7,16.9,181830
VC7,20201211,4.3,4.6,4.3,4.5,31600
VC9,20201211,4.5,4.7,4.4,4.7,1600
VCC,20201211,12.1,12.1,11.1,11.1,4804
VCG,20201211,40.5,40.9,40.3,40.5,120236
VCS,20201211,80.2,81.1,80.1,80.5,207794
VE1,20201211,5.7,5.7,5.7,5.7,500
VE3,20201211,5.6,5.6,5.6,5.6,43
VE4,20201211,11,11,10,10,8800
VGS,20201211,11.5,11.6,11.2,11.6,345619
VHE,20201211,3.6,3.7,3.5,3.7,73300
VHL,20201211,26.1,26.2,25.8,26.1,3609
VIF,20201211,18.9,18.9,18.9,18.9,101
VIG,20201211,1.2,1.2,1.1,1.1,293090
VIT,20201211,14.3,14.8,14.3,14.8,49703
VIX,20201211,19,20.1,18.9,20,3781679
VKC,20201211,4.1,4.2,4.1,4.2,4101
VMC,20201211,10.8,11,10.5,10.7,40020
VNC,20201211,32,32,32,32,100
VNR,20201211,19,19.7,19,19.7,940
VNT,20201211,67.7,67.7,55.5,55.5,500
VSA,20201211,16,16,16,16,1000
VSM,20201211,13.5,14.5,13.5,14.5,1200
VTC,20201211,8.6,9.2,8.6,8.7,12237
WCS,20201211,207,210,207,210,1533
WSS,20201211,2.5,2.7,2.5,2.5,12900
