<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
SJS,20201211,25.8,26.8,25.7,26.1,74230
SKG,20201211,11.8,11.8,11,11.2,410980
SMA,20201211,8.1,9.3,8.1,8.5,450
SMB,20201211,43.9,43.9,41.8,41.8,11720
SMC,20201211,14.8,15.1,14.75,14.9,152910
SBT,20201211,18.55,18.9,18.4,18.8,3208190
SBV,20201211,10.95,11.4,10.75,11.4,101400
SCD,20201211,23.65,24.4,23.65,23.65,5810
SCR,20201211,7.12,7.15,6.95,7.07,2063890
SCS,20201211,125.1,126,124.9,126,50740
SFC,20201211,23.2,23.2,23.1,23.1,30
SFG,20201211,7.3,7.38,7.3,7.38,1110
SFI,20201211,31.1,31.7,30.1,30.6,18490
SGN,20201211,69.6,70,69.6,69.7,5260
RAL,20201211,131.2,134.7,131,134,25530
RDP,20201211,7.92,7.92,7.9,7.9,70
REE,20201211,47.3,47.8,47.3,47.5,483590
RIC,20201211,4.26,4.35,4.26,4.35,2010
ROS,20201211,2.17,2.19,2.17,2.17,4279660
S4A,20201211,27.6,27.6,27.6,27.6,300
SAB,20201211,198.1,204.7,198.1,204.7,48840
SAM,20201211,9.55,10.05,9.55,9.85,51360
SAV,20201211,17,17.5,17,17.5,9660
SBA,20201211,14.9,14.95,14.8,14.95,18980
PJT,20201211,10.4,10.4,10.4,10.4,4960
PLP,20201211,7.76,7.9,7.6,7.8,550680
PLX,20201211,52.5,53,51.7,53,1131390
PME,20201211,81,81,78,78,40660
PMG,20201211,12.95,13.05,12.95,13.05,5850
PNC,20201211,8.05,8.75,8.05,8.75,1240
PNJ,20201211,76,78,76,77.4,1089180
POM,20201211,12.6,12.6,11.8,12.4,608490
POW,20201211,11.4,11.65,11.3,11.65,11348420
PPC,20201211,23.8,24.5,23.8,24.3,424450
PSH,20201211,17,17.2,17,17.2,197180
PTB,20201211,59.2,59.6,58.6,59.6,120860
PTC,20201211,7.9,7.9,7.9,7.9,20
PTL,20201211,5.6,5.73,5.33,5.65,12840
PVD,20201211,13.5,13.55,13.3,13.55,5411950
PVT,20201211,13.15,13.3,13.1,13.25,3321450
PXI,20201211,3.22,3.22,3.1,3.22,11480
PXS,20201211,6.75,6.85,6.7,6.85,113560
PXT,20201211,1.4,1.44,1.4,1.43,18710
QBS,20201211,2.3,2.33,2.23,2.3,172630
QCG,20201211,6.7,6.78,6.53,6.7,457080
OPC,20201211,57,59,57,59,4060
PAC,20201211,27.85,27.85,27,27.05,6450
PAN,20201211,22.45,22.7,21.95,22.3,1809460
PC1,20201211,21.55,21.65,21.5,21.6,227170
PDR,20201211,42.8,43.3,42,42.9,2347190
PET,20201211,14.9,15.2,14.7,15.05,1734430
PGC,20201211,21.85,22,21.55,21.85,49650
PGD,20201211,27.9,28,27.7,28,9430
PGI,20201211,20.2,20.5,20.2,20.5,730
PHC,20201211,10.75,10.75,10.5,10.65,238550
PHR,20201211,60.6,62.2,60.3,62,1117960
PIT,20201211,4.75,4.75,4.75,4.75,10
NCT,20201211,70,71.1,70,71,30560
NHH,20201211,47.8,50,47.8,49,276610
NKG,20201211,13.85,14.4,13.65,14.4,5390450
NLG,20201211,29.4,29.5,29.1,29.4,999170
NNC,20201211,37.25,39.1,37.25,39.1,135740
NSC,20201211,78.6,79.5,78.5,79.5,8120
NT2,20201211,23.95,23.95,23.6,23.6,358160
NTL,20201211,22.35,22.5,22.2,22.35,650590
NVL,20201211,63.7,64.5,63.4,63.9,2010120
NVT,20201211,5.9,5.93,5.89,5.93,13230
OGC,20201211,7.06,7.15,7.05,7.12,529520
MHC,20201211,5.64,5.71,5.6,5.71,74270
MSH,20201211,41.5,42,40.3,41,74760
MSN,20201211,83.9,84.6,83.2,84.5,791100
MWG,20201211,113.8,114.6,113,114.3,813340
NAF,20201211,20,20.2,19.6,19.7,190770
NBB,20201211,22.15,22.15,21.9,21.9,1070
KBC,20201211,15.8,15.85,15.5,15.85,3805330
KDC,20201211,38.4,38.5,38,38.4,435710
KDH,20201211,28.3,28.45,27.9,27.95,1786630
KHP,20201211,6.02,6.4,6,6.3,1880930
KMR,20201211,2.56,2.67,2.56,2.67,25800
KOS,20201211,29.5,30.25,29.5,29.95,130190
KPF,20201211,13.55,15.55,13.55,15.5,14750
KSB,20201211,28,29,27.5,29,1998400
L10,20201211,18.65,18.65,18.65,18.65,2040
LAF,20201211,9.5,10.15,9.5,9.5,130
LBM,20201211,33.2,33.5,33.2,33.2,6730
LCG,20201211,12.2,12.2,11.9,12.1,2639360
LCM,20201211,0.7,0.72,0.7,0.72,47300
LDG,20201211,6.8,6.89,6.77,6.8,3581820
LEC,20201211,13.7,13.8,13.7,13.8,520
LGC,20201211,62.9,62.9,59.3,59.3,60
LGL,20201211,4.78,4.83,4.75,4.76,39020
LHG,20201211,33.3,33.3,32.6,32.6,179890
LIX,20201211,53.7,54.1,53.7,53.9,34910
LM8,20201211,11.05,11.05,11,11,710
LPB,20201211,11.7,11.8,11.6,11.8,4937270
LSS,20201211,7.95,7.95,7.78,7.87,419990
MBB,20201211,21.15,21.5,20.85,21.5,8637130
MCG,20201211,1.83,1.83,1.8,1.81,6590
MCP,20201211,28.4,28.4,28.4,28.4,60
HU1,20201211,7.33,7.34,7.33,7.34,250
HU3,20201211,6.99,7,6.99,7,260
HUB,20201211,19.5,19.6,19.1,19.6,17970
HVH,20201211,9.1,9.1,8.85,9.1,126910
HVN,20201211,26.7,27.5,26.6,27.45,2357600
HVX,20201211,3.5,3.5,3.5,3.5,10
IBC,20201211,22.1,22.5,21.7,22.5,814940
ICT,20201211,23.1,23.4,22.8,22.9,90850
IDI,20201211,6.3,6.41,6.25,6.38,2007150
IJC,20201211,14.1,14.3,13.9,14.25,869390
ILB,20201211,26.2,26.2,25.5,25.9,127480
IMP,20201211,54.8,55.9,54.3,55.9,121050
ITA,20201211,5.35,5.4,5.26,5.31,15150170
ITC,20201211,15.2,15.4,15,15.4,3890
ITD,20201211,9.31,9.35,9.26,9.35,17330
JVC,20201211,4.62,4.72,4.6,4.64,608800
HAR,20201211,4.56,4.65,4.4,4.5,399210
HAS,20201211,8.45,8.5,8.45,8.5,2000
HAX,20201211,17.8,18.4,17.8,18.3,500550
HBC,20201211,13.5,14.3,13.4,14.25,14336680
HCD,20201211,2.48,2.52,2.47,2.51,177080
HCM,20201211,26.8,27.45,26.3,27.45,5954580
HDB,20201211,22.3,22.5,22.2,22.25,3316850
HDC,20201211,30.6,31.9,30.5,31.6,597950
HDG,20201211,31.55,31.7,31.1,31.55,2256630
HHS,20201211,4.8,4.83,4.75,4.8,2143230
HID,20201211,2.5,2.56,2.5,2.54,146300
HII,20201211,15.4,15.5,15.1,15.5,251470
HMC,20201211,14.9,14.9,14.8,14.9,10050
HNG,20201211,14.3,14.65,14.15,14.45,2705230
HOT,20201211,33.35,33.35,33.35,33.35,80
HPG,20201211,38,38.8,37.7,38.8,16641080
HPX,20201211,27.55,28,27.5,27.6,492230
HQC,20201211,1.66,1.68,1.65,1.66,3441960
HRC,20201211,42.5,45.25,42.5,45.25,60
HSG,20201211,20.15,20.85,19.9,20.7,10143840
HSL,20201211,6.26,6.28,5.9,6.27,435450
HT1,20201211,16.45,16.95,16.4,16.95,1284190
HTI,20201211,13.9,14.35,13.9,14.35,85270
HTL,20201211,16.55,16.55,16.55,16.55,1390
HTN,20201211,43,43.9,42.5,43.25,94570
HTV,20201211,12.7,12.75,12.7,12.75,2310
DVP,20201211,46.5,46.5,45.8,46.15,122590
DXG,20201211,14.75,14.9,14.6,14.8,6130320
DXV,20201211,3.67,3.67,3.46,3.46,3820
EIB,20201211,17.05,17.2,17.05,17.1,180340
ELC,20201211,7.3,7.47,7.3,7.43,274660
EVE,20201211,13.4,13.5,13.1,13.4,17020
EVG,20201211,5.85,5.87,5.72,5.85,743150
FCM,20201211,5.8,6,5.8,6,7140
FCN,20201211,12.1,12.1,11.85,12.1,837480
FDC,20201211,13.55,14.45,12.95,14.1,10460
FIR,20201211,25.3,25.45,25.3,25.4,75660
FIT,20201211,10.3,10.5,10.1,10.15,2541200
FLC,20201211,4.26,4.27,4.2,4.25,6957160
FMC,20201211,35.1,35.7,34.6,35.7,529010
FPT,20201211,56.6,57,56.3,57,1750270
FRT,20201211,25.3,25.5,24.65,25.45,2141340
FTM,20201211,1.3,1.3,1.25,1.29,148440
FTS,20201211,13.35,13.6,13.25,13.6,650530
GAB,20201211,195.3,195.3,193.3,193.6,3210
GAS,20201211,85.6,86.1,84.7,86.1,914520
GDT,20201211,38.3,38.75,38.2,38.75,12650
GEG,20201211,16.9,17.2,16.75,17.1,665770
GEX,20201211,20.45,20.8,20.25,20.8,5714950
GIL,20201211,41.4,44.5,41.4,44.5,430600
GMC,20201211,17.5,17.9,17.5,17.6,5050
GMD,20201211,30.6,31.1,30.55,31.1,10330800
GSP,20201211,10.9,11.2,10.9,11,46720
GTA,20201211,12,12,12,12,130
GTN,20201211,25.2,26,24.8,25.65,2684680
GVR,20201211,20.1,21,19.9,20.9,4719070
HAG,20201211,4.76,4.79,4.68,4.73,3993570
HAH,20201211,16.9,17.2,16.6,17.2,990840
HAI,20201211,2.65,2.7,2.64,2.67,4912070
HAP,20201211,5.89,5.95,5.86,5.9,230090
CRC,20201211,18.75,19.25,18.75,19.2,383890
CRE,20201211,32.25,32.7,31.85,32.45,1432140
CSM,20201211,16.1,16.3,16.1,16.25,42210
CSV,20201211,28.1,28.35,27.85,28.1,229970
CTD,20201211,70.5,71.7,68.6,70.5,1495830
CTF,20201211,21.35,21.35,21.1,21.3,68220
CTG,20201211,34.4,34.8,33.95,34.75,8093800
CTI,20201211,13.75,14.4,13.5,14,853060
CTS,20201211,10.05,10.4,9.96,10.4,629750
CVT,20201211,41.05,42.7,41.05,41.3,38590
D2D,20201211,55.8,56.1,55.2,56,213000
DAG,20201211,6.89,6.94,6.7,6.81,447940
DAH,20201211,3.8,3.84,3.75,3.81,201140
DAT,20201211,31.9,33.8,31.55,31.8,2800
DBC,20201211,43.3,46.15,43.15,46.15,4944900
DBD,20201211,45,45,44.3,44.7,57550
DBT,20201211,15.2,15.2,14.25,14.5,36400
DC4,20201211,10.6,11,10.55,10.8,19610
DCL,20201211,19.65,20,19.5,20,37560
DCM,20201211,12.45,12.5,12.25,12.5,2914750
DGC,20201211,48.7,49.5,48.4,49,800160
DGW,20201211,76,77.3,76,77.1,413100
DHA,20201211,44,44.1,43.7,44,20670
DHC,20201211,60,61.5,59.8,60.9,392030
DHG,20201211,105.3,105.3,105.2,105.2,5540
DHM,20201211,9.64,9.68,9.5,9.55,350070
DIG,20201211,24.5,25.25,24.1,25.1,3403730
DLG,20201211,1.36,1.39,1.35,1.37,1973130
DMC,20201211,55.7,55.7,55.1,55.6,53300
DPG,20201211,29.3,29.7,28.8,29.7,505340
DPM,20201211,17.75,17.85,17.2,17.85,3295350
DPR,20201211,45,45.25,44.65,45.25,48610
DQC,20201211,16.3,16.3,15.8,16,32080
DRC,20201211,21.2,21.9,21.2,21.75,1920860
DRH,20201211,7.21,7.31,7.15,7.29,789810
DRL,20201211,54,54.5,54,54.5,50
DSN,20201211,46.85,47.2,46.8,47,11420
DTA,20201211,4.25,4.54,4.05,4.54,147710
DTL,20201211,5.98,5.98,5.98,5.98,10
ASG,20201211,37,38,37,37.1,5730
ASP,20201211,5.89,6,5.71,5.89,41610
AST,20201211,55.3,55.9,55,55.8,96820
BBC,20201211,62.2,63,59.8,61.1,9000
BCE,20201211,8.5,8.6,8.36,8.51,123740
BCG,20201211,9.05,9.3,9.05,9.21,1387320
BCM,20201211,40.5,40.5,40,40.2,62380
BFC,20201211,15.9,15.95,15.65,15.95,430540
BHN,20201211,70.2,74,70.2,72.6,3080
BIC,20201211,20.05,20.5,20,20.4,107370
BID,20201211,43.9,45.8,43.6,45.8,4566950
BMC,20201211,10.75,11.2,10.7,11.2,81650
BMI,20201211,30.05,30.3,30,30.3,426150
BMP,20201211,64.6,66.5,64,64.5,237070
BRC,20201211,11.2,11.2,11.2,11.2,1180
BSI,20201211,10.75,11.1,10.75,11.05,174300
BTP,20201211,13.95,14,13.9,13.95,6890
BTT,20201211,38.4,38.45,38,38,450
BVH,20201211,56.7,57.5,56,57.5,1161870
BWE,20201211,30.6,30.6,29.5,30.2,879170
C32,20201211,24.8,25.1,24.6,25,206790
C47,20201211,9.13,9.58,9,9.46,316970
CAV,20201211,70,70,68.5,69.8,5310
CCI,20201211,14.25,14.25,13.35,13.35,2500
CCL,20201211,7.7,7.8,7.62,7.72,251950
CDC,20201211,26.25,26.25,24.55,24.7,279850
CEE,20201211,17.95,18,17.95,18,141510
CHP,20201211,19.5,19.6,19.4,19.6,12150
CIG,20201211,2.09,2.09,1.96,2.07,10150
CII,20201211,18.4,18.75,18.3,18.75,1433840
CKG,20201211,13.05,13.3,12.85,13.05,924520
CLC,20201211,31.3,31.35,31,31.1,7100
CLG,20201211,0.94,0.96,0.93,0.93,66840
CLL,20201211,29.2,30.6,29,30.6,760
CLW,20201211,25.5,25.5,25.5,25.5,10
CMG,20201211,32.6,33,32.6,32.85,36270
CMX,20201211,15.7,15.7,15.35,15.7,281570
CNG,20201211,19.5,19.55,19.45,19.5,23360
COM,20201211,44,44,44,44,50
AAA,20201211,12.85,13,12.65,12.95,1892560
AAM,20201211,11.5,11.5,11,11,20
ABS,20201211,16,16.75,15.55,16.5,252490
ABT,20201211,31,31,30.1,30.1,1360
ACB,20201211,28.1,28.25,27.8,28.2,4459820
ACC,20201211,13.5,13.85,13,13,116540
ACL,20201211,12.8,12.9,12.75,12.8,56390
ADS,20201211,9.9,9.9,9.83,9.9,9910
AGG,20201211,29.6,29.8,29.2,29.5,1074350
AGM,20201211,12.2,12.3,12,12.3,16130
AGR,20201211,7.8,7.9,7.3,7.82,2119990
AMD,20201211,2.67,2.68,2.65,2.66,1454590
ANV,20201211,21.9,22.3,21.85,22.1,341890
APC,20201211,22.5,22.5,21.8,22.1,43960
APG,20201211,9.95,10,9.9,9.99,927190
APH,20201211,88.9,88.9,87,88,553190
ASM,20201211,12.7,13,12.55,13,4344980
CCTD2001,20201211,0.18,0.18,0.08,0.14,139160
CDPM2002,20201211,4,4.16,3.64,4.12,104600
CFPT2008,20201211,2.07,2.15,2.02,2.06,208820
CFPT2009,20201211,3.24,3.4,2.95,3.35,64290
CFPT2010,20201211,7.87,8.09,7.72,8.09,23000
CFPT2011,20201211,2.2,2.29,2.19,2.28,131920
CFPT2012,20201211,1.96,2.03,1.92,2.02,376020
CFPT2013,20201211,4.8,4.93,4.8,4.93,37650
CFPT2015,20201211,1.98,1.99,1.91,1.99,345170
CFPT2016,20201211,2.46,2.46,2.35,2.43,53860
CHDB2003,20201211,2.37,2.41,2.28,2.33,378630
CHDB2007,20201211,2.09,2.19,2.08,2.16,132490
CHDB2008,20201211,1.57,1.7,1.5,1.59,236260
CHPG2002,20201211,7.5,8.23,7.5,8.23,76970
CHPG2010,20201211,3.79,3.84,3.58,3.83,1314130
CHPG2012,20201211,20.4,20.4,20.4,20.4,100
CHPG2014,20201211,20.86,21.01,20.67,21.01,52770
CHPG2015,20201211,20.21,20.84,20.21,20.84,61180
CHPG2016,20201211,9.37,9.61,9.34,9.58,880
CHPG2017,20201211,2.5,2.6,2.43,2.6,540860
CHPG2018,20201211,2.58,2.71,2.5,2.71,855640
CHPG2019,20201211,7.2,7.2,6.85,7.1,17520
CHPG2020,20201211,13.59,14.33,13.5,14.19,30070
CHPG2021,20201211,6.73,7.89,6.62,7.15,98730
CHPG2022,20201211,5.99,7,5.9,6.45,799620
CHPG2023,20201211,9.3,10.2,9.25,10.2,250090
CHPG2024,20201211,5.7,5.9,5.7,5.9,42200
CHPG2025,20201211,5.5,6.45,5.5,6.45,8110
CKDH2001,20201211,1.65,1.67,1.58,1.6,171250
CKDH2002,20201211,1.88,1.88,1.86,1.86,9550
CKDH2003,20201211,1.31,1.38,1.25,1.26,1046160
CMBB2007,20201211,3.65,3.92,3.6,3.92,57390
CMBB2008,20201211,5.13,5.53,5,5.53,84900
CMBB2009,20201211,3.15,3.23,2.92,3.22,532380
CMBB2010,20201211,6.29,6.59,6.19,6.59,97120
CMBB2011,20201211,5.6,5.89,5.53,5.89,254290
CMSN2001,20201211,3.7,3.73,3.7,3.73,11540
CMSN2006,20201211,5.6,5.78,5.59,5.59,7140
CMSN2007,20201211,2.9,3.01,2.89,3.01,97930
CMSN2009,20201211,2.6,2.64,2.51,2.63,396030
CMSN2010,20201211,15,15.57,14.98,15.42,5380
CMSN2011,20201211,6.63,6.83,6.63,6.83,77370
CMSN2013,20201211,1.4,1.44,1.33,1.42,231410
CMSN2014,20201211,0.96,1,0.9,1,903260
CMWG2010,20201211,3.4,3.45,3.32,3.43,26910
CMWG2012,20201211,7.26,7.3,7.2,7.3,25110
CMWG2013,20201211,14.38,14.81,14.36,14.81,5520
CMWG2014,20201211,3.5,3.5,3.2,3.5,82570
CMWG2015,20201211,2.25,2.3,2.2,2.3,90920
CMWG2016,20201211,1.98,2.06,1.92,2.06,443790
CNVL2001,20201211,2.2,3,2.2,3,1010
CNVL2002,20201211,2.01,2.1,2,2,60140
CNVL2003,20201211,0.91,0.96,0.9,0.91,535690
CPNJ2006,20201211,1.9,2,1.84,1.9,197450
CPNJ2008,20201211,5.71,5.81,5.53,5.79,48210
CPNJ2009,20201211,2.83,2.85,2.68,2.79,842850
CPNJ2010,20201211,2.65,2.98,2.65,2.97,183800
CREE2005,20201211,3.76,3.76,3.76,3.76,5000
CREE2006,20201211,2.23,2.25,2.19,2.24,50210
CROS2002,20201211,0.01,0.02,0.01,0.01,213140
CSBT2001,20201211,0.03,0.03,0.01,0.01,245500
CSBT2007,20201211,2.35,2.55,2.19,2.5,12530
CSTB2002,20201211,3.75,3.83,3.74,3.8,157110
CSTB2006,20201211,1.87,1.99,1.76,1.99,156270
CSTB2007,20201211,2.6,2.74,2.58,2.72,284060
CSTB2009,20201211,4.6,4.9,4.6,4.9,5270
CSTB2010,20201211,2.33,2.46,2.28,2.41,269390
CSTB2011,20201211,2.46,2.6,2.39,2.6,230390
CSTB2012,20201211,3.24,3.49,3.24,3.43,502810
CSTB2013,20201211,3.96,4.21,3.96,4.21,336740
CSTB2014,20201211,4.48,4.74,4.37,4.74,27070
CSTB2015,20201211,1.42,1.5,1.34,1.49,445680
CSTB2016,20201211,1.69,1.77,1.64,1.77,243090
CTCB2007,20201211,2.8,2.88,2.67,2.88,194570
CTCB2008,20201211,2.6,2.8,2.5,2.79,115340
CTCB2009,20201211,5,5,4.51,4.9,204230
CTCB2010,20201211,2.63,2.77,2.55,2.75,310080
CTCB2011,20201211,4.15,4.25,3.85,4.2,133910
CTCH2001,20201211,1.05,1.09,1.03,1.07,163380
CTCH2002,20201211,0.74,0.75,0.71,0.75,201850
CTCH2003,20201211,1.17,1.22,1.17,1.22,159960
CVHM2001,20201211,0.03,0.03,0.02,0.02,136280
CVHM2005,20201211,0.89,0.93,0.79,0.93,552090
CVHM2006,20201211,0.57,0.62,0.57,0.62,129640
CVHM2007,20201211,2.37,2.45,2.28,2.45,791570
CVHM2008,20201211,1.15,1.23,1.11,1.22,545470
CVHM2009,20201211,1.73,1.8,1.73,1.8,297090
CVHM2010,20201211,1.51,1.7,1.51,1.62,66890
CVIC2001,20201211,0.04,0.04,0.02,0.03,31660
CVIC2004,20201211,0.9,0.92,0.9,0.92,51150
CVIC2005,20201211,1.6,1.69,1.6,1.69,317550
CVIC2006,20201211,2.29,2.38,2.29,2.38,238820
CVIC2007,20201211,0.65,0.66,0.63,0.66,358990
CVJC2001,20201211,0.01,0.02,0.01,0.01,143160
CVJC2004,20201211,0.9,0.98,0.9,0.97,318930
CVJC2005,20201211,2.17,2.38,2.17,2.38,393660
CVJC2006,20201211,1.13,1.24,1.13,1.23,427900
CVNM2002,20201211,0.1,0.1,0.03,0.04,178210
CVNM2007,20201211,1.28,1.3,1.26,1.3,54000
CVNM2008,20201211,2.39,2.7,2.39,2.46,206900
CVNM2010,20201211,2.9,2.95,2.81,2.9,63930
CVNM2011,20201211,1,1.04,1,1.04,196470
CVNM2012,20201211,5.63,6.4,5.63,6,26290
CVNM2013,20201211,1.75,1.8,1.72,1.77,165740
CVNM2014,20201211,0.88,0.89,0.88,0.88,1100
CVNM2015,20201211,1.75,1.81,1.74,1.8,35930
CVNM2016,20201211,0.74,0.74,0.68,0.71,449000
CVPB2008,20201211,3.05,3.3,3.03,3.3,26090
CVPB2010,20201211,5.86,5.86,5.79,5.82,11270
CVPB2011,20201211,2.95,3.03,2.87,3.03,150010
CVPB2012,20201211,3.05,3.5,3.03,3.5,339760
CVPB2013,20201211,4.09,4.09,4,4,2410
CVPB2014,20201211,2.59,2.72,2.59,2.72,52630
CVRE2003,20201211,0.02,0.02,0.01,0.02,210940
CVRE2007,20201211,0.42,0.42,0.4,0.42,203520
CVRE2008,20201211,0.96,1,0.92,0.99,95730
CVRE2009,20201211,0.74,0.74,0.66,0.73,217490
CVRE2010,20201211,0.59,0.6,0.56,0.6,83910
CVRE2011,20201211,0.87,0.87,0.8,0.87,74700
CVRE2012,20201211,1.19,1.26,1.19,1.24,226450
E1VFVN30,20201211,16.72,16.92,16.67,16.92,147990
FUEMAV30,20201211,11.85,12,11.73,11.82,162710
FUESSV30,20201211,12.32,12.52,12.29,12.52,3160
FUESSV50,20201211,14.7,14.8,14.7,14.75,36590
FUESSVFL,20201211,12.2,12.45,12.08,12.45,1570
FUEVFVND,20201211,15.69,15.8,15.57,15.8,203170
FUEVN100,20201211,12.9,13.1,12.75,13.1,730
