<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
NTP,20201217,36.6,36.7,36.2,36.4,36556
NVB,20201217,8.5,8.6,8.4,8.5,2734381
ONE,20201217,4.4,4.6,4.4,4.6,91220
PBP,20201217,8.2,8.2,8.2,8.2,100
PCE,20201217,9,9.1,9,9.1,7900
PCG,20201217,4.8,4.8,4.8,4.8,30
PGN,20201217,13,13.1,12.6,13.1,124400
PGS,20201217,19,20,19,19.8,76539
PGT,20201217,3.2,3.2,3.2,3.2,2300
PHP,20201217,16.1,16.3,16,16,71540
PIA,20201217,27.5,27.5,27.5,27.5,1200
PIC,20201217,9,9.5,9,9.5,1548
PLC,20201217,26.3,26.4,25,25.3,489478
PMB,20201217,8.7,8.7,8.7,8.7,2000
PMC,20201217,56.7,56.7,56.5,56.5,2543
PMP,20201217,9.5,9.5,9.5,9.5,400
POT,20201217,15.6,17.3,15.6,17.3,200
PPP,20201217,12.1,12.1,12,12,7100
PSD,20201217,15.6,15.8,15.4,15.7,30010
PSI,20201217,4,4,4,4,300
PSW,20201217,9.9,9.9,9.9,9.9,100
PTI,20201217,22,22.7,21,22.7,8322
PTS,20201217,7.2,7.4,7.1,7.3,13300
PV2,20201217,2.6,2.6,2.6,2.6,22000
PVB,20201217,16.8,16.8,16.4,16.5,282502
PVC,20201217,6.8,6.9,6.6,6.7,392757
PVG,20201217,7.5,8,7.5,7.9,46200
PVI,20201217,30.7,30.9,30.5,30.5,21452
PVL,20201217,1.2,1.3,1.2,1.3,854300
PVS,20201217,16,16.2,15.7,16,11706694
QHD,20201217,28,28,28,28,600
QTC,20201217,15.5,15.5,14.8,15,1400
RCL,20201217,19,19.1,18.9,18.9,14900
S99,20201217,17.8,18.3,17.8,17.9,132850
SAF,20201217,54.8,54.8,54.8,54.8,100
SCI,20201217,74,74,73,74,4000
SD2,20201217,5.5,5.6,5.5,5.5,4000
SD4,20201217,3.6,3.6,3.6,3.6,3366
SD5,20201217,6.5,6.7,6.4,6.6,231700
SD6,20201217,2.7,2.7,2.6,2.6,83410
SD9,20201217,6.7,6.8,6.7,6.8,20550
SDG,20201217,30.8,30.8,30.8,30.8,500
SDT,20201217,4.4,4.4,4.3,4.4,56900
SEB,20201217,36,36.2,36,36.2,22700
SED,20201217,16.3,16.3,16.3,16.3,100
SFN,20201217,21,21,21,21,1
SGC,20201217,97.4,97.4,97.4,97.4,300
SGD,20201217,9,9,9,9,2000
SHB,20201217,17.2,17.5,17,17.1,8406219
SHE,20201217,17.5,17.5,17.3,17.3,1910
SHN,20201217,7.7,7.7,7.2,7.7,9700
SHS,20201217,16.4,16.6,16.2,16.2,5060545
SJE,20201217,19,19,18.8,18.8,726
SLS,20201217,67.1,67.2,65.2,66.2,18840
SPI,20201217,1.8,1.8,1.6,1.6,4678210
SRA,20201217,10.4,10.4,10.1,10.2,420300
SSM,20201217,4.6,4.6,4.6,4.6,10
STP,20201217,7,7.1,6.6,6.6,7784
SVN,20201217,1.8,1.9,1.8,1.9,68100
SZB,20201217,35.3,35.3,34.4,34.8,53010
TA9,20201217,10.4,10.5,10.2,10.5,41800
TAR,20201217,22.2,22.3,21.4,21.9,718047
TC6,20201217,4.6,4.6,4.6,4.6,8200
TDN,20201217,7.6,7.8,7.4,7.6,178510
TDT,20201217,13.4,13.7,13.3,13.7,112498
THB,20201217,10,10,9.8,9.8,400
THD,20201217,68.5,69,62,68,626220
THT,20201217,8.5,8.5,7.4,7.7,18320
TIG,20201217,6.3,6.3,6.1,6.3,727058
TJC,20201217,13.7,13.7,12.5,13.7,27175
TKC,20201217,5.7,5.7,5.3,5.3,1400
TKU,20201217,11.8,11.8,10.6,10.6,1400
TMB,20201217,15.7,16.3,15.5,16.3,1900
TNG,20201217,15.6,16.5,15.4,15.8,3812461
TSB,20201217,8.8,8.8,8.8,8.8,200
TTH,20201217,1.7,1.8,1.7,1.8,992100
TTL,20201217,7.5,7.5,7.5,7.5,500
TTT,20201217,33.3,33.3,33.3,33.3,1500
TTZ,20201217,3.5,3.6,3.4,3.5,10600
TV3,20201217,25.5,25.5,25.5,25.5,100
TV4,20201217,13,13,13,13,30
TVC,20201217,12.2,12.2,11.9,12,1062380
TVD,20201217,7.7,7.8,7.1,7.2,190400
TXM,20201217,4.9,5.5,4.9,5,4100
UNI,20201217,7.7,7.8,7.5,7.8,11800
V12,20201217,9.8,9.8,9.8,9.8,100
V21,20201217,4,4.2,4,4,1300
VBC,20201217,18.5,18.5,18.5,18.5,600
VC2,20201217,10.7,11.3,10.7,11.3,2000
VC3,20201217,16.7,16.8,16.4,16.8,175711
VC6,20201217,7,7.4,7,7.4,1300
VC7,20201217,4.5,4.5,4.3,4.5,36725
VC9,20201217,4.5,4.7,4.4,4.7,9800
VCC,20201217,12.3,12.3,12.3,12.3,650
VCG,20201217,42.7,44,42.5,43.5,455845
VCS,20201217,82.5,83,80,80.7,465414
VDL,20201217,23.4,23.4,23.4,23.4,200
VE1,20201217,4.3,4.3,4.3,4.3,1811
VE4,20201217,11,11,10,10,3100
VE8,20201217,6,6,6,6,2100
VGS,20201217,14.4,14.4,13.3,13.5,150934
VHE,20201217,3.7,3.7,3.6,3.7,23900
VHL,20201217,26.1,28.5,26.1,28.5,10431
VIF,20201217,19,19,17.2,17.2,400
VIG,20201217,1.5,1.5,1.5,1.5,4113500
VIT,20201217,15.3,15.5,15.1,15.5,13700
VIX,20201217,20.2,20.9,19.6,20.5,3883124
VKC,20201217,4.5,4.8,4.4,4.5,39900
VMC,20201217,10.4,10.5,10.4,10.4,7303
VMS,20201217,6.7,6.7,6.7,6.7,100
VNC,20201217,34.5,34.5,34.2,34.2,3800
VNR,20201217,19.2,19.5,19.2,19.5,9000
VSM,20201217,15.1,16.4,15.1,16.4,1600
VTC,20201217,8.7,8.8,8.7,8.8,8100
VTJ,20201217,3.7,3.7,3.6,3.6,400
VTV,20201217,5.3,5.5,5.3,5.5,11400
VXB,20201217,6.3,6.3,6.3,6.3,100
WCS,20201217,209,209,207,207,2610
WSS,20201217,3.1,3.1,3.1,3.1,400500
X20,20201217,7.4,7.4,7.4,7.4,100
