<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
TDG,20201216,2.37,2.41,2.35,2.36,337810
TDH,20201216,8.9,9.13,8.9,8.98,2888920
TDM,20201216,27.2,27.2,26.8,27,943530
TDP,20201216,37.1,39,37,38.5,577950
TEG,20201216,4.41,4.57,4.4,4.46,8920
TGG,20201216,1.03,1.04,1.02,1.03,117840
THG,20201216,55.1,55.3,55,55.2,27540
THI,20201216,27.1,27.8,27.1,27.8,20
TIP,20201216,35,35.6,34.95,35.55,68950
SZL,20201216,55.4,57,55.4,56.2,38300
TAC,20201216,47.9,48.4,47,47.3,57090
TBC,20201216,25.35,25.35,25.1,25.15,18850
TCB,20201216,26.45,27.95,26.4,27.95,29092450
TCD,20201216,10.7,11.2,10.5,10.8,14990
TCH,20201216,19.3,19.3,19.1,19.1,3987770
TCL,20201216,28.5,28.7,28.15,28.45,345530
SSI,20201216,25.6,25.8,25,25.05,14443400
ST8,20201216,10.8,11.1,10.8,10.9,1060
STB,20201216,16.3,16.8,16.25,16.6,23929920
STG,20201216,14.4,14.7,14.4,14.4,850
STK,20201216,20.65,21.2,20.4,21,167580
SVC,20201216,69.1,71.5,69.1,71.5,30
SVT,20201216,13.35,14.3,13.35,14.3,5730
SZC,20201216,31.1,32.1,31,31.3,1038490
SJD,20201216,16.8,16.9,16.8,16.85,43010
SJF,20201216,2.21,2.25,2.17,2.22,2678270
SJS,20201216,26,26.3,25.85,26.2,88790
SKG,20201216,10.85,11.1,10.85,10.95,340180
SMA,20201216,8.45,8.45,8.45,8.45,100
SMB,20201216,43,43.2,42.9,43,51510
SMC,20201216,15.6,16.4,15.6,16.4,316510
SPM,20201216,12.7,12.95,12.7,12.95,1030
SRC,20201216,19.1,19.5,19.1,19.5,59310
SBA,20201216,15,15.1,14.9,15.05,75390
SBT,20201216,19.7,20,19.55,19.8,4051590
SBV,20201216,12,13.25,11.9,12.5,86720
SC5,20201216,19,19.45,19,19.45,790
SCD,20201216,24,24.1,23.8,24,11420
SCR,20201216,7.5,7.92,7.5,7.84,8615990
SCS,20201216,125,125,124,124.5,23570
SFC,20201216,23.05,23.1,23.05,23.1,570
SFG,20201216,7.5,7.5,7.24,7.24,23450
SFI,20201216,31,32,30.6,31.85,28830
SGN,20201216,70.1,70.9,70.1,70.3,7410
SGR,20201216,20,20,19.8,19.8,37220
SGT,20201216,5.65,5.7,5.55,5.55,630
SHA,20201216,4.2,4.25,4.2,4.25,27510
SHI,20201216,8.9,8.9,8.75,8.9,463630
SHP,20201216,23,23,23,23,260
SII,20201216,16.75,17.95,16.75,16.8,1290
PNJ,20201216,77.2,77.6,77,77.6,636190
POM,20201216,13.1,13.1,12.4,12.75,219050
POW,20201216,11.65,11.8,11.55,11.7,11036240
PPC,20201216,24.2,24.35,24.1,24.2,444910
PSH,20201216,17.1,17.2,17,17.2,167070
PTB,20201216,60,60.2,59.5,60.2,311650
PTC,20201216,9.15,9.15,9.15,9.15,10
PTL,20201216,5.69,5.69,5.45,5.61,19390
PVD,20201216,13.8,14.25,13.75,14.2,11871390
PVT,20201216,13.45,13.6,13.3,13.4,2990750
PXI,20201216,3.13,3.22,3.13,3.21,12600
PXS,20201216,7.12,7.3,7.01,7.1,401700
PXT,20201216,1.37,1.41,1.37,1.41,24570
QBS,20201216,2.31,2.37,2.29,2.36,238490
QCG,20201216,7.3,7.3,7,7.25,694060
RAL,20201216,132.9,132.9,130.5,130.8,12080
RDP,20201216,7.86,7.89,7.28,7.89,29510
REE,20201216,47.1,47.6,47,47.3,559800
RIC,20201216,4.4,4.4,4.2,4.4,3040
ROS,20201216,2.19,2.23,2.19,2.21,7581150
S4A,20201216,27.65,27.65,27.65,27.65,10
SAB,20201216,199,202.9,199,199.1,29800
SAM,20201216,9.88,10.05,9.88,9.98,81150
SAV,20201216,17.5,17.5,17,17.4,69680
PC1,20201216,22.6,22.75,22.25,22.4,272610
PDN,20201216,79.8,79.8,79.7,79.8,830
PDR,20201216,44.2,44.5,43.9,44.5,3609790
PET,20201216,16.8,17.2,16.6,16.6,2530740
PGC,20201216,21.5,21.5,21.3,21.45,5080
PGD,20201216,29.5,29.85,29,29,6910
PGI,20201216,19.4,19.4,19.4,19.4,120
PHC,20201216,10.1,10.65,10.1,10.4,364940
PHR,20201216,64.2,64.8,63.7,63.9,763090
PIT,20201216,5,5.02,5,5.02,31280
PJT,20201216,10.5,10.6,10.5,10.6,1460
PLP,20201216,8.3,8.52,8.3,8.52,1442870
PLX,20201216,53.8,54,53.5,53.7,651030
PME,20201216,76.9,78,76.1,76.1,14830
PMG,20201216,13.15,13.25,13.15,13.25,750
PNC,20201216,8.7,9.1,8.5,9.1,2410
MWG,20201216,116,116,115.2,115.5,910670
NAF,20201216,20.5,20.8,20.45,20.5,158420
NBB,20201216,21.7,23.5,21.7,23.15,40180
NCT,20201216,71.2,71.2,69.9,70.9,87620
NHH,20201216,48,48.8,47.8,48,200080
NKG,20201216,14.55,14.75,14.35,14.75,4975500
NLG,20201216,29.3,29.4,29.15,29.2,1129150
NNC,20201216,39.2,39.45,39.2,39.35,59870
NSC,20201216,80.6,80.6,79.5,80,14440
NT2,20201216,23.85,23.95,23.65,23.65,656660
NTL,20201216,22.8,23.05,22.7,23,462330
NVL,20201216,65.9,67.4,65.8,67.1,3195680
NVT,20201216,5.71,5.98,5.56,5.75,10950
OGC,20201216,7.3,7.32,7.2,7.25,411860
OPC,20201216,57.5,57.5,56.1,57,2700
PAC,20201216,28.2,28.2,27.6,28,19080
PAN,20201216,23.3,24.8,23.3,24.8,5177740
ITC,20201216,14.7,15.6,14.7,15.5,2790
JVC,20201216,4.71,4.8,4.69,4.71,680360
KBC,20201216,16.5,16.6,16.3,16.5,2402530
KDC,20201216,38.5,38.6,37.8,38.35,717250
KDH,20201216,28,28.35,27.65,28.2,1870300
KHP,20201216,7.1,7.3,6.86,7.1,94590
KMR,20201216,2.75,2.76,2.68,2.74,188910
KOS,20201216,30.3,30.85,30.3,30.85,211800
KPF,20201216,17,17.65,16.9,17,36860
KSB,20201216,29.9,30.35,29.6,30.05,1528880
L10,20201216,18.6,18.6,18.6,18.6,100
LAF,20201216,10.1,10.15,10.1,10.15,20
LBM,20201216,33.3,33.3,33,33.1,2630
LCG,20201216,12.6,13.2,12.45,12.75,4776990
LCM,20201216,0.71,0.74,0.71,0.72,73230
LDG,20201216,7.6,7.6,7.4,7.41,8617810
LEC,20201216,12.9,13.75,12.9,13.75,870
LGC,20201216,62.6,70,62.6,70,400
LGL,20201216,4.89,4.91,4.82,4.9,12380
LHG,20201216,35.2,35.2,33.9,34.2,200640
LIX,20201216,54.3,54.5,54.2,54.3,52740
LM8,20201216,11.5,11.5,11,11.4,2210
LPB,20201216,11.75,12.2,11.7,12.05,18583680
LSS,20201216,7.9,7.9,7.81,7.85,237490
MBB,20201216,21.65,22.4,21.5,22.25,19503010
MCG,20201216,1.86,1.86,1.8,1.85,52200
MCP,20201216,28.25,28.3,26.5,28.3,80
MDG,20201216,10.9,10.9,10.9,10.9,10
MHC,20201216,5.71,6,5.7,5.88,132450
MSH,20201216,41.3,41.5,40.85,41.1,97050
MSN,20201216,84,84.6,83.9,84.5,648540
HPX,20201216,27.15,27.7,27.15,27.2,547190
HQC,20201216,1.73,1.73,1.69,1.7,5629430
HRC,20201216,37.3,37.3,37.3,37.3,10
HSG,20201216,20.9,21.1,20.85,20.95,8840400
HSL,20201216,7,7,6.51,6.51,375800
HT1,20201216,16.8,16.85,16.5,16.65,1554020
HTI,20201216,14.65,14.75,14.45,14.45,69380
HTL,20201216,16.25,16.25,16,16,1660
HTN,20201216,44.4,45,43.2,44.15,111090
HTV,20201216,12.7,12.7,12.7,12.7,1440
HU1,20201216,7.79,7.79,7.79,7.79,300
HU3,20201216,7.3,7.3,6.65,6.71,2210
HUB,20201216,20.45,20.6,20,20.05,28940
HVH,20201216,9,9.09,8.9,9,198830
HVN,20201216,27.6,28.85,27.5,28.5,1920380
HVX,20201216,3.3,3.3,3.12,3.12,2000
IBC,20201216,21.8,22.3,21.8,22.3,73480
ICT,20201216,24.6,24.6,23.9,23.95,69270
IDI,20201216,6.4,6.65,6.4,6.55,3294620
IJC,20201216,17.35,17.35,17.35,17.35,527060
ILB,20201216,27.8,27.8,27,27,70180
IMP,20201216,56.2,57,56.2,56.4,61810
ITA,20201216,5.58,5.8,5.51,5.67,24865040
FIR,20201216,25.3,25.6,25.25,25.5,82560
FIT,20201216,11.2,11.55,11.05,11.5,3284260
FLC,20201216,4.39,4.39,4.31,4.32,7841690
FMC,20201216,37.3,37.4,36.5,36.55,514480
FPT,20201216,57.2,57.5,57,57.1,1995530
FRT,20201216,27,28.5,26.9,28.15,3612500
FTM,20201216,1.28,1.31,1.26,1.3,170330
FTS,20201216,13.8,13.95,13.75,13.9,499970
GAB,20201216,193.2,195,193.1,193.4,5550
GAS,20201216,86,86.4,85.1,85.8,773810
GDT,20201216,39,39.95,38.5,39.6,18770
GEG,20201216,17.6,17.75,17.5,17.6,742320
GEX,20201216,21.2,21.45,21,21.2,10529400
GIL,20201216,46.5,47,46,46.45,223860
GMC,20201216,18.1,18.3,18,18.3,18510
GMD,20201216,33.4,33.5,32,32.95,4699340
GSP,20201216,10.85,11.2,10.55,10.75,16960
GTA,20201216,12.1,12.1,12.1,12.1,1050
GTN,20201216,28.4,28.45,27.85,27.95,2818650
GVR,20201216,23.25,23.75,23.1,23.3,3528920
HAG,20201216,5.05,5.2,5,5.2,20456650
HAH,20201216,17.2,18.25,17.2,18.25,2800110
HAI,20201216,2.69,2.74,2.69,2.71,2091720
HAP,20201216,5.96,5.98,5.86,5.87,543830
HAR,20201216,4.65,4.68,4.57,4.63,971230
HAS,20201216,8,8.55,8,8.5,2920
HAX,20201216,18.1,18.35,18.1,18.15,367140
HBC,20201216,14.3,14.45,14.15,14.35,8708350
HCD,20201216,2.51,2.51,2.47,2.47,208690
HCM,20201216,28.6,28.8,28.05,28.15,5084250
HDB,20201216,22.2,22.5,22.1,22.4,4559460
HDC,20201216,32,33.1,32,32.8,344190
HDG,20201216,34.5,35,34.1,34.4,1244140
HHS,20201216,4.92,4.98,4.9,4.95,5073270
HID,20201216,2.65,2.7,2.6,2.68,519330
HII,20201216,15,15.2,14.9,15.2,243190
HMC,20201216,14.9,15,14.9,14.9,49300
HNG,20201216,14.35,15.2,14.25,15.2,8313560
HOT,20201216,38,40.75,38,40.75,80
HPG,20201216,38.8,39.35,38.5,38.8,17322370
DBC,20201216,49.2,49.8,48.1,48.85,2624940
DBD,20201216,44.8,44.8,44.2,44.8,46820
DBT,20201216,13.4,13.95,13.3,13.4,38290
DC4,20201216,10.85,10.85,10.5,10.85,4190
DCL,20201216,21.9,22.1,21.6,21.65,75280
DCM,20201216,12.6,12.65,12.45,12.55,2696150
DGC,20201216,48.15,48.9,48.05,48.45,583840
DGW,20201216,80.3,80.3,79,79.1,218000
DHA,20201216,44.3,44.3,43.5,43.6,13680
DHC,20201216,60.7,60.8,60.2,60.8,553570
DHG,20201216,105.8,105.8,104.5,105,7360
DHM,20201216,9.56,10,9.56,9.7,629020
DIG,20201216,25.4,25.8,25.25,25.4,2877220
DLG,20201216,1.4,1.44,1.4,1.42,4505060
DMC,20201216,56.4,56.7,56.3,56.3,66050
DPG,20201216,29.3,29.5,29.2,29.3,558480
DPM,20201216,18.2,18.3,17.95,18,2820700
DPR,20201216,45.6,45.65,45,45.5,108840
DQC,20201216,16,16.1,15.55,15.9,126400
DRC,20201216,22.1,22.3,21.8,22.1,1579150
DRH,20201216,8.1,8.1,7.9,7.99,1587800
DRL,20201216,54.8,55.5,54.7,55.5,17070
DSN,20201216,47,47.4,46.85,47.2,5500
DTA,20201216,5.13,5.34,4.78,4.78,101980
DTL,20201216,7.3,7.3,7.3,7.3,60
DTT,20201216,12.4,12.4,12.4,12.4,10
DVP,20201216,45.4,46.1,45.4,46,42580
DXG,20201216,15,15.35,14.9,14.95,4876270
DXV,20201216,3.36,3.47,3.36,3.47,2210
EIB,20201216,17.1,17.15,17,17.15,151770
ELC,20201216,7.48,7.8,7.45,7.7,677360
EVE,20201216,13.4,13.6,13.2,13.4,6210
EVG,20201216,5.87,6,5.87,5.9,1008190
FCM,20201216,5.82,6,5.82,6,41960
FCN,20201216,11.95,12.55,11.95,12.5,1811090
C47,20201216,9.8,9.89,9.7,9.8,340140
CAV,20201216,67.5,70,67,69.9,2120
CCI,20201216,14.45,14.45,13.4,13.4,610
CCL,20201216,7.8,7.82,7.67,7.8,413250
CDC,20201216,24,24.35,23.7,23.8,61810
CEE,20201216,18.5,18.55,18.2,18.2,99530
CHP,20201216,19.65,19.7,19.5,19.7,19140
CIG,20201216,1.86,2,1.86,1.96,7440
CII,20201216,19.25,19.6,19.25,19.4,3338060
CKG,20201216,13,13.95,12.8,13.8,2308820
CLC,20201216,31,31,30.7,30.7,29040
CLG,20201216,0.96,0.97,0.94,0.96,32340
CLL,20201216,30.5,30.95,30.5,30.9,550
CMG,20201216,32.5,32.7,32.45,32.7,77380
CMX,20201216,16.8,16.95,16.55,16.6,719880
CNG,20201216,19.5,19.55,19.5,19.5,52240
COM,20201216,46,46,45.1,45.3,720
CRC,20201216,15.95,17.15,15.95,15.95,436690
CRE,20201216,32.9,33.5,32.7,33.3,1569080
CSM,20201216,17,17.3,16.55,16.85,60850
CSV,20201216,28.7,28.7,28.3,28.55,171280
CTD,20201216,71.3,72.5,71.2,72.4,929500
CTF,20201216,21.45,21.5,21.2,21.4,81120
CTG,20201216,35.1,35.5,35.1,35.4,7708110
CTI,20201216,14.4,14.4,14.05,14.25,907360
CTS,20201216,11.1,11.2,10.85,11,1200610
CVT,20201216,41.15,42.15,41.15,41.7,27790
D2D,20201216,57.9,58.9,57.9,58.2,285200
DAG,20201216,6.7,6.8,6.7,6.78,580640
DAH,20201216,3.76,3.88,3.75,3.83,657130
DAT,20201216,30,32,30,31.8,260
AAM,20201216,10.85,11.5,10.85,11.45,4220
ABS,20201216,18,18.65,17.15,17.7,289350
ABT,20201216,30.55,30.55,30.55,30.55,10
ACB,20201216,28,28.45,28,28.25,10461450
ACC,20201216,14.35,14.5,14.2,14.3,29080
ACL,20201216,12.85,12.9,12.7,12.8,81290
ADS,20201216,12,12,11.25,11.25,13750
AGG,20201216,29.95,31.2,29.8,31.2,3859780
AGM,20201216,12.45,12.95,12.45,12.9,83690
AGR,20201216,8.4,8.43,8.27,8.3,2475960
AMD,20201216,2.7,2.72,2.67,2.69,1594180
ANV,20201216,22.6,22.6,22.1,22.2,337730
APC,20201216,22.15,23.35,22.15,23,107090
APG,20201216,10.2,10.25,9.99,9.99,1235720
APH,20201216,89,89,84.5,85.3,564380
ASG,20201216,38,39,37.4,37.4,37240
ASM,20201216,14.2,14.8,14.1,14.7,4145960
ASP,20201216,6.34,6.39,6.11,6.31,88580
AST,20201216,56.3,56.8,56.2,56.6,103890
BBC,20201216,63,63,60.5,60.5,1220
BCE,20201216,9.17,9.61,9.1,9.45,266930
BCG,20201216,9.5,9.79,9.4,9.65,1499940
BCM,20201216,41.95,42.1,41.2,41.2,77520
BFC,20201216,16.35,16.35,16.2,16.2,341450
BHN,20201216,76,77,75,75,3680
BIC,20201216,20.5,21.25,20.5,21.25,167680
BID,20201216,46.1,47.45,46.1,47.4,3093050
BMC,20201216,12,12.05,11.8,11.95,74350
BMI,20201216,30.5,30.75,30.2,30.3,377640
BMP,20201216,64.7,65,64,64.6,122790
BSI,20201216,11.1,11.4,11,11.15,363170
BTP,20201216,14.05,14.3,14.05,14.1,8980
BTT,20201216,39,39,37,39,390
BVH,20201216,58.4,58.6,57.8,58.6,937270
BWE,20201216,31.7,32.1,31.45,31.7,1109440
C32,20201216,24.7,24.9,24.65,24.9,270970
AAA,20201216,13.35,13.65,13.35,13.35,2207590
CFPT2008,20201216,2.27,2.27,2.13,2.15,269770
CFPT2009,20201216,3.5,3.5,3.43,3.44,60010
CFPT2010,20201216,8.2,8.3,8.13,8.13,25030
CFPT2011,20201216,2.35,2.39,2.27,2.39,970230
CFPT2012,20201216,2.02,2.06,2,2.01,815960
CFPT2013,20201216,4.95,4.95,4.95,4.95,20000
CFPT2015,20201216,2.04,2.08,2,2.02,365690
CFPT2016,20201216,2.43,2.5,2.43,2.47,55300
CHDB2007,20201216,2.08,2.25,2.08,2.19,123430
CHDB2008,20201216,1.51,1.59,1.49,1.55,375340
CHPG2010,20201216,3.81,3.94,3.79,3.82,307980
CHPG2012,20201216,21.15,21.24,21.12,21.12,51060
CHPG2014,20201216,21.86,21.9,21.66,21.66,22070
CHPG2015,20201216,21.67,21.75,21.3,21.75,13260
CHPG2016,20201216,10,10.1,9.88,9.88,39110
CHPG2017,20201216,2.65,2.73,2.61,2.65,334220
CHPG2018,20201216,2.9,2.9,2.73,2.8,696730
CHPG2019,20201216,7.32,7.6,7.2,7.2,27960
CHPG2020,20201216,14.1,14.56,14.1,14.2,46300
CHPG2021,20201216,7.3,7.4,7.1,7.12,237930
CHPG2022,20201216,6.36,6.58,6.31,6.36,84840
CHPG2023,20201216,10.1,10.65,10,10.2,55890
CHPG2024,20201216,5.2,6.2,5.2,6.2,17520
CHPG2025,20201216,6.25,7,6.25,7,1860
CKDH2001,20201216,1.55,1.62,1.54,1.58,162780
CKDH2002,20201216,1.86,1.88,1.78,1.87,123250
CKDH2003,20201216,1.27,1.33,1.21,1.32,784990
CMBB2007,20201216,3.91,4.45,3.91,4.2,90940
CMBB2008,20201216,5.65,6.31,5.59,6.16,127600
CMBB2009,20201216,3.2,3.65,3.2,3.58,559410
CMBB2010,20201216,6.75,7.4,6.67,7.4,247270
CMBB2011,20201216,6.13,6.74,6,6.55,143430
CMSN2006,20201216,5.62,5.8,5.62,5.7,6320
CMSN2007,20201216,2.97,3,2.93,2.98,98150
CMSN2009,20201216,2.6,2.63,2.57,2.6,143260
CMSN2010,20201216,15.27,15.57,15.27,15.57,940
CMSN2011,20201216,6.79,6.83,6.55,6.61,4690
CMSN2012,20201216,13.85,14.5,13.85,14.5,5020
CMSN2013,20201216,1.38,1.55,1.3,1.54,286210
CMSN2014,20201216,0.96,1.04,0.92,1.02,681590
CMWG2010,20201216,3.52,3.54,3.52,3.54,15390
CMWG2011,20201216,6.2,6.2,6,6,80
CMWG2012,20201216,7.69,7.69,7.54,7.54,47530
CMWG2013,20201216,15.1,15.1,15,15,260
CMWG2014,20201216,3.4,3.4,3.3,3.3,1100
CMWG2015,20201216,2.33,2.5,2.33,2.36,445660
CMWG2016,20201216,2.06,2.09,2.03,2.09,614380
CNVL2002,20201216,2.26,2.42,2.16,2.33,113730
CNVL2003,20201216,1.13,1.15,1.03,1.14,614280
CPNJ2006,20201216,1.92,1.95,1.92,1.95,44210
CPNJ2008,20201216,5.69,5.8,5.65,5.71,49290
CPNJ2009,20201216,2.75,2.93,2.75,2.8,248970
CPNJ2010,20201216,2.96,2.96,2.87,2.92,159440
CREE2006,20201216,2.22,2.22,2.14,2.17,76710
CSBT2007,20201216,2.7,2.81,2.69,2.72,73230
CSTB2006,20201216,1.87,2.22,1.87,2.19,229980
CSTB2007,20201216,2.81,3.13,2.81,3.07,452190
CSTB2009,20201216,5.6,5.6,5.1,5.35,26750
CSTB2010,20201216,2.42,2.79,2.42,2.65,790130
CSTB2011,20201216,2.85,3.1,2.85,3.08,36170
CSTB2012,20201216,3.86,4.1,3.86,4.06,184420
CSTB2013,20201216,4.45,4.93,4.45,4.82,521690
CSTB2014,20201216,4.85,5.42,4.85,5.3,147190
CSTB2015,20201216,1.55,1.79,1.55,1.74,693510
CSTB2016,20201216,2.03,2.08,1.96,2.02,120110
CTCB2007,20201216,3.17,4,3.17,4,809140
CTCB2008,20201216,2.1,3.9,2.1,3.6,25740
CTCB2009,20201216,5.5,7.11,5.5,7.11,417380
CTCB2010,20201216,2.97,3.8,2.97,3.8,935870
CTCB2011,20201216,4.7,6.35,4.7,6.1,228770
CTCH2001,20201216,1.04,1.07,1.04,1.06,243270
CTCH2002,20201216,0.8,0.8,0.75,0.78,145720
CTCH2003,20201216,1.26,1.26,1.17,1.18,41220
CVHM2005,20201216,0.95,0.98,0.91,0.94,521600
CVHM2006,20201216,0.66,0.7,0.66,0.68,196400
CVHM2007,20201216,2.63,2.69,2.58,2.65,439210
CVHM2008,20201216,1.32,1.33,1.32,1.32,125760
CVHM2009,20201216,1.81,1.95,1.81,1.94,189340
CVHM2010,20201216,1.63,1.75,1.63,1.68,114460
CVIC2004,20201216,0.95,0.95,0.92,0.95,107030
CVIC2005,20201216,1.73,1.73,1.63,1.72,532280
CVIC2006,20201216,2.45,2.55,2.43,2.55,268300
CVIC2007,20201216,0.7,0.84,0.65,0.71,82310
CVJC2004,20201216,1.21,1.25,1.07,1.24,191770
CVJC2005,20201216,2.84,2.97,2.7,2.97,87480
CVJC2006,20201216,1.4,1.55,1.33,1.5,365060
CVNM2007,20201216,1.2,1.26,1.13,1.25,218120
CVNM2008,20201216,2.4,2.45,2.24,2.45,446580
CVNM2010,20201216,2.87,2.87,2.76,2.82,198860
CVNM2011,20201216,1.08,1.08,1,1.06,542970
CVNM2012,20201216,5.4,5.99,5.35,5.95,11420
CVNM2013,20201216,1.72,1.76,1.71,1.74,117180
CVNM2014,20201216,0.82,0.82,0.82,0.82,21700
CVNM2015,20201216,1.8,1.8,1.76,1.76,62260
CVNM2016,20201216,0.67,0.72,0.65,0.7,331110
CVPB2008,20201216,3.2,3.67,3.15,3.67,215020
CVPB2010,20201216,5.79,6.7,5.79,6.42,10610
CVPB2011,20201216,3.01,3.42,2.94,3.3,269660
CVPB2012,20201216,3.24,3.61,3.14,3.6,814300
CVPB2013,20201216,4.29,4.55,4.29,4.41,115200
CVPB2014,20201216,2.8,3.05,2.75,3,230780
CVRE2007,20201216,0.54,0.59,0.53,0.58,580470
CVRE2008,20201216,1.28,1.29,1.18,1.26,96690
CVRE2009,20201216,0.94,0.99,0.89,0.95,152880
CVRE2010,20201216,0.78,0.8,0.75,0.79,183030
CVRE2011,20201216,1.15,1.15,1.05,1.1,77150
CVRE2012,20201216,1.46,1.48,1.37,1.47,540460
E1VFVN30,20201216,17,17.3,17,17.3,198050
FUEMAV30,20201216,11.93,12.09,11.93,12.09,101820
FUESSV30,20201216,12.5,12.72,12.2,12.71,52770
FUESSV50,20201216,15,15.1,15,15.1,37380
FUESSVFL,20201216,12.49,12.84,12.49,12.8,83550
FUEVFVND,20201216,16,16.5,15.92,16.14,326940
FUEVN100,20201216,12.75,13.25,12.6,13.25,620
ITD,20201216,9.3,9.3,9.2,9.2,40750
SRF,20201216,13.85,14,13.6,13.6,690
SVI,20201216,85,89.8,85,89.8,2530
