<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
CVNM2015,20201217,1.7,1.76,1.62,1.74,136230
CVNM2016,20201217,0.7,0.7,0.65,0.66,53090
CVPB2008,20201217,3.8,4.2,3.6,4.2,47980
CVPB2010,20201217,6.6,7.44,6.6,6.85,245120
CVPB2011,20201217,3.3,3.76,3.3,3.5,858100
CVPB2012,20201217,3.6,4,3.56,3.62,996440
CVPB2013,20201217,3.5,4.8,3.5,4.77,11700
CVPB2014,20201217,3.12,3.44,3.05,3.35,123580
CVRE2007,20201217,0.62,0.62,0.53,0.57,607390
CVRE2008,20201217,1.19,1.26,1.12,1.13,254070
CVRE2009,20201217,0.92,0.93,0.86,0.91,265510
CVRE2010,20201217,0.8,0.84,0.75,0.76,153180
CVRE2011,20201217,1.19,1.19,1.05,1.15,466230
CVRE2012,20201217,1.45,1.53,1.39,1.45,513120
CVT,20201217,41,43.1,40.7,41.8,71560
D2D,20201217,57.7,58.3,57.2,57.5,211070
DAG,20201217,6.78,6.8,6.73,6.74,490320
DAH,20201217,3.76,3.88,3.76,3.84,512200
DAT,20201217,30.1,31.8,30.05,31.8,16060
DBC,20201217,48.2,49.3,48.05,48.05,2352030
DBD,20201217,45,45,44.25,44.3,43240
DBT,20201217,13.4,13.45,13.4,13.4,17070
DC4,20201217,10.85,10.85,10.6,10.6,8710
DCL,20201217,21.65,21.7,21,21.65,140320
DCM,20201217,12.6,12.6,12.35,12.4,2880660
DGC,20201217,47.75,48.4,47.65,48,640490
DGW,20201217,79.1,79.1,76.5,78.9,334150
DHA,20201217,43.5,43.6,42.5,42.7,34700
DHC,20201217,60.8,60.8,59,59.4,589460
DHG,20201217,103.4,105,103.4,104.3,4840
DHM,20201217,9.68,9.8,9.66,9.76,233170
DIG,20201217,25.15,26.1,24.9,25.9,4142520
DLG,20201217,1.42,1.44,1.4,1.42,4313580
DMC,20201217,56.3,56.5,56,56.1,88170
DPG,20201217,29,29.45,28.4,28.6,739470
DPM,20201217,18,18.25,17.8,17.8,3434880
DPR,20201217,44.5,44.5,43.1,43.5,56830
DQC,20201217,15.75,16,15.4,15.6,151260
DRC,20201217,21.8,22.6,21.8,22.15,1314440
DRH,20201217,7.99,8.36,7.8,8.1,3160280
DRL,20201217,56.4,56.4,56,56.2,4740
DSN,20201217,47.4,47.4,47.2,47.3,7530
DTA,20201217,4.5,4.77,4.5,4.73,50750
DTL,20201217,7.75,7.81,7.75,7.81,70
DVP,20201217,46,46,45.6,45.7,30780
DXG,20201217,14.8,14.9,14.55,14.65,10969150
DXV,20201217,3.42,3.42,3.42,3.42,1000
E1VFVN30,20201217,17.43,17.43,17.1,17.1,1281610
EIB,20201217,17.15,17.15,16.5,17.05,317920
ELC,20201217,7.7,8.23,7.7,8.23,1044520
EMC,20201217,18.6,18.6,18.6,18.6,80
EVE,20201217,13.6,13.75,13,13.4,67810
EVG,20201217,5.97,6.31,5.9,6.31,1920970
FCM,20201217,6.01,6.01,6,6,20820
FCN,20201217,12.55,12.85,12.4,12.6,1367420
FDC,20201217,14.15,14.15,14.15,14.15,70
FIR,20201217,25.5,25.5,25.3,25.3,94610
FIT,20201217,11.35,11.65,11.05,11.6,4092890
FLC,20201217,4.33,4.37,4.3,4.3,7577710
FMC,20201217,36.55,36.7,35.6,35.9,536650
FPT,20201217,56.9,57.1,56,56.5,3594500
FRT,20201217,27.9,29.5,27.8,28.5,3649450
FTM,20201217,1.29,1.39,1.28,1.38,457460
FTS,20201217,13.75,13.85,13.3,13.55,748100
FUCVREIT,20201217,6.1,6.1,6.1,6.1,1100
FUEMAV30,20201217,12.01,12.05,11.99,11.99,205400
FUESSV30,20201217,13,13,11.84,12.56,34900
FUESSV50,20201217,15.1,15.1,15,15,44100
FUESSVFL,20201217,12.84,12.9,12.79,12.84,10860
FUEVFVND,20201217,16.02,16.29,15.97,15.97,954430
FUEVN100,20201217,13.4,13.4,13.18,13.18,570
GAB,20201217,193.4,195.2,193.4,193.4,1720
GAS,20201217,85.2,85.6,84.1,84.1,1844030
GDT,20201217,39.6,41.95,39.6,40.4,39140
GEG,20201217,17.6,17.75,17.2,17.2,770500
GEX,20201217,21.2,21.35,20.7,20.7,7449510
GIL,20201217,46.1,46.2,44.9,44.9,641890
GMC,20201217,18.5,19,18.5,18.9,69290
GMD,20201217,32.4,32.95,31.7,31.7,5670710
GSP,20201217,11.1,11.1,10.8,11,8310
GTA,20201217,12.1,12.1,12,12,1510
GTN,20201217,27.5,28.9,27.5,28.15,3803680
GVR,20201217,23,24.65,22.8,24,4909320
HAG,20201217,5.1,5.39,5.1,5.15,15616470
HAH,20201217,18,18.7,17.95,18.15,1071720
HAI,20201217,2.71,2.71,2.68,2.7,1716300
HAP,20201217,5.87,5.99,5.86,5.96,459630
HAR,20201217,4.63,4.65,4.5,4.52,599610
HAS,20201217,8,8.5,8,8.5,1030
HAX,20201217,18.25,19,18.15,18.4,720120
HBC,20201217,14.35,14.85,14.25,14.45,9646800
HCD,20201217,2.47,2.5,2.47,2.48,212960
HCM,20201217,27.95,28.2,27.3,27.55,6134820
HDB,20201217,22.4,23.05,22.1,22.75,6299430
HDC,20201217,32.3,32.75,31.7,32.2,1493090
HDG,20201217,34,34.3,33.3,33.4,1753830
HHS,20201217,4.96,5.19,4.93,5.14,9357070
HID,20201217,2.68,2.68,2.58,2.65,58460
HII,20201217,15.2,15.3,15,15.1,136360
HMC,20201217,14.7,14.9,14.7,14.8,5510
HNG,20201217,15.2,15.35,14.15,14.6,4597430
HPG,20201217,38.4,38.65,37.65,37.65,30645570
HPX,20201217,27,28,27,27.9,553130
HQC,20201217,1.7,1.74,1.69,1.71,11557040
HRC,20201217,37.3,39.9,37.3,39.9,790
HSG,20201217,20.95,21.65,20.7,21.15,10104740
HSL,20201217,6.06,6.06,6.06,6.06,92410
HT1,20201217,16.6,16.95,16.45,16.65,1267060
HTI,20201217,14.45,14.45,14.2,14.3,53840
HTL,20201217,15.5,16,15.5,16,4280
HTN,20201217,43.55,44.3,41.1,42.2,111250
HTV,20201217,12.5,12.9,12.5,12.9,8950
HU3,20201217,7,7.17,7,7.17,510
HUB,20201217,20.25,20.35,19.9,20,25120
HVH,20201217,9.05,9.05,8.85,8.9,144120
HVN,20201217,28.35,28.7,27.9,28,1586160
HVX,20201217,3.2,3.33,3.2,3.33,2040
IBC,20201217,22.2,22.2,21.95,22,339780
ICT,20201217,23.8,24.2,23.7,24,122550
IDI,20201217,6.58,6.81,6.47,6.64,3100670
IJC,20201217,18.55,18.55,17.5,18.55,6027270
ILB,20201217,25.4,27,25.4,26.6,110740
IMP,20201217,56.4,56.9,55.4,55.9,60580
ITA,20201217,5.7,5.9,5.64,5.74,20562810
ITD,20201217,9.2,9.3,9.16,9.17,22740
JVC,20201217,4.81,4.82,4.7,4.73,725200
KBC,20201217,17.2,17.65,16.8,17.65,7312560
KDC,20201217,37.7,38.4,37.7,38.1,631700
KDH,20201217,28.2,28.2,27.2,27.5,3252360
KHP,20201217,6.91,7,6.8,6.83,200460
KMR,20201217,2.7,2.74,2.68,2.68,138540
KOS,20201217,33,33,30.85,33,140840
KPF,20201217,16.45,17,15.85,15.85,630
KSB,20201217,29.9,31.35,29.7,30.1,1968330
L10,20201217,17.45,19.9,17.45,19.9,2020
LAF,20201217,9.5,9.5,9.5,9.5,10
LBM,20201217,32.6,32.6,32,32,13330
LCG,20201217,12.65,13.2,12.65,12.85,4243730
LCM,20201217,0.72,0.77,0.71,0.77,248880
LDG,20201217,7.4,7.75,7.31,7.5,9721640
LEC,20201217,13.95,13.95,13.15,13.15,150
LGC,20201217,65.1,70,65.1,65.2,320
LGL,20201217,4.94,4.94,4.86,4.9,33890
LHG,20201217,33.95,34.35,33,33.6,271430
LIX,20201217,54.2,54.2,53.7,54,43690
LM8,20201217,11.5,11.5,11.05,11.35,1460
LPB,20201217,12.1,12.1,11.9,11.95,6939090
LSS,20201217,7.7,7.74,7.68,7.7,443770
MBB,20201217,22.1,22.3,21.8,22.1,16719990
MCG,20201217,1.81,1.89,1.8,1.82,15120
MDG,20201217,10.9,11.2,10.15,11.2,4500
MHC,20201217,5.98,5.98,5.6,5.7,86320
MSH,20201217,41,41,40.3,40.55,96570
MSN,20201217,83.5,84.3,82.8,84,1179730
MWG,20201217,115.5,115.6,113.5,113.5,1496400
NAF,20201217,20.5,20.5,20.05,20.05,218480
NBB,20201217,22.5,22.9,22.3,22.9,1780
NCT,20201217,71,71,70,71,111840
NHH,20201217,48,48.2,47.6,47.75,181440
NKG,20201217,15,15.5,14.7,15,5960140
NLG,20201217,29.1,29.2,28.5,29,1693830
NNC,20201217,39.4,39.4,38.8,38.85,77720
NSC,20201217,80,80,78.5,79,23380
NT2,20201217,23.5,23.8,23.45,23.45,392080
NTL,20201217,23,23.6,22.65,23.25,598670
NVL,20201217,66.8,66.8,65.5,66,3136020
NVT,20201217,5.75,5.75,5.35,5.6,31710
OGC,20201217,7.2,7.25,7.07,7.17,633960
OPC,20201217,57,57,56,57,13000
PAC,20201217,28.25,28.25,27,27.8,42360
PAN,20201217,25,26.35,25,25.3,1557300
PC1,20201217,22.4,22.4,21.7,21.85,456510
PDN,20201217,76.5,79.3,76.5,77,380
PDR,20201217,44.2,44.5,43.5,44,3117130
PET,20201217,16.5,16.9,16.25,16.6,2139620
PGC,20201217,21.45,21.9,21.3,21.3,7790
PGD,20201217,29.9,29.9,29,29,260
PGI,20201217,19.4,20.5,19.4,20.5,790
PHC,20201217,10.3,10.4,10.15,10.3,220940
PHR,20201217,63.9,63.9,62.5,62.9,828490
PIT,20201217,5.02,5.1,5,5,5570
PJT,20201217,10.5,10.65,10.4,10.4,4890
PLP,20201217,9.09,9.11,8.9,9.11,1717860
PLX,20201217,53.4,53.7,51.8,52.3,1365140
PME,20201217,77,78,76.2,76.3,3280
PMG,20201217,13.25,13.5,13.25,13.5,1360
PNC,20201217,8.9,8.9,8.9,8.9,900
PNJ,20201217,76.5,77.5,75,75.8,1289500
POM,20201217,12.4,12.7,12.4,12.4,184080
POW,20201217,11.7,12.35,11.65,11.85,19076180
PPC,20201217,24.2,24.3,24.1,24.15,210330
PSH,20201217,17.2,17.3,17,17.2,136310
PTB,20201217,59.5,59.7,57.9,59,365240
PTL,20201217,5.7,5.7,5.61,5.61,750
PVD,20201217,14.2,14.55,14.05,14.2,11049360
PVT,20201217,13.4,13.5,13.15,13.3,5423910
PXI,20201217,3.19,3.19,3.15,3.19,430
PXS,20201217,7.1,7.1,7.01,7.1,261160
PXT,20201217,1.4,1.41,1.38,1.41,26350
QBS,20201217,2.36,2.46,2.33,2.4,255410
QCG,20201217,7.2,7.2,6.98,7.04,1004820
RAL,20201217,131.5,131.5,129,129,10600
RDP,20201217,7.89,7.89,7.88,7.89,22000
REE,20201217,47,47.3,46.1,46.3,938760
RIC,20201217,4.4,4.4,4.4,4.4,3130
ROS,20201217,2.21,2.21,2.19,2.2,5566030
SAB,20201217,200,202,185.2,198,206620
SAM,20201217,10,10,9.86,9.86,35450
SAV,20201217,17.4,17.45,17.15,17.3,38040
SBA,20201217,15.2,15.2,14.9,14.9,120970
SBT,20201217,20,20.2,19.45,19.8,4304100
SBV,20201217,12.5,12.75,12.15,12.7,39920
SC5,20201217,19,19,19,19,310
SCD,20201217,23.9,24.75,23.8,24,8910
SCR,20201217,7.8,7.89,7.6,7.72,6215560
SCS,20201217,124.5,130.6,124.2,129.4,125500
SFC,20201217,23.2,23.2,23.2,23.2,70
SFG,20201217,7.24,7.24,7.15,7.24,770
SFI,20201217,32,32,31,31,13490
SGN,20201217,71,71,70.2,70.5,9320
SGR,20201217,19.9,21,19.9,20.3,67160
SGT,20201217,5.56,5.71,5.56,5.6,19710
SHA,20201217,4.25,4.25,4.2,4.2,25470
SHI,20201217,8.8,8.9,8.64,8.9,1518480
SHP,20201217,23.2,23.2,22.6,22.6,7600
SII,20201217,16.75,17.3,16.75,17.3,450
SJD,20201217,16.85,16.85,16.7,16.85,81630
SJF,20201217,2.25,2.37,2.25,2.37,6587980
SJS,20201217,26,26.05,24.95,25.7,192480
SKG,20201217,10.95,11.1,10.8,10.9,489220
SMA,20201217,8.5,8.5,8.5,8.5,1070
SMB,20201217,43,43,42.9,42.9,7050
SMC,20201217,16.3,17.5,16.3,17.35,565710
SPM,20201217,13.45,13.45,13.45,13.45,10
SRC,20201217,19,19.4,19,19.35,56390
SRF,20201217,14.4,14.4,13.5,13.5,2020
SSC,20201217,49.5,49.55,49.5,49.55,210
SSI,20201217,24.8,25.6,24.6,25.05,13209050
ST8,20201217,10.15,11.65,10.15,10.8,5770
STB,20201217,16.5,16.95,16.4,16.6,23515290
STG,20201217,14.4,14.4,14.1,14.3,4720
STK,20201217,20.2,21.05,20.2,21,74100
SVC,20201217,70.5,70.5,70.5,70.5,650
SVI,20201217,89.8,96,89.8,96,2490
SZC,20201217,31.2,32,30.8,31.2,1065140
SZL,20201217,56.1,56.9,55.8,56.3,64750
TAC,20201217,48.1,48.2,47,47.3,70010
TBC,20201217,25.1,25.1,24.9,24.9,4350
TCB,20201217,28,29.35,27.95,28.35,29802380
TCD,20201217,10.8,10.8,10.8,10.8,320
TCH,20201217,19.1,19.4,18.9,19.15,8512500
TCL,20201217,28.6,28.85,28.5,28.5,316190
TCM,20201217,48,52,48,52,974670
TCO,20201217,10.5,10.5,10.5,10.5,150
TCR,20201217,3.47,3.47,3.47,3.47,80
TCT,20201217,28.95,28.95,28.45,28.5,100020
TDC,20201217,11,11.5,10.9,11.3,1115710
TDG,20201217,2.36,2.52,2.36,2.52,669080
TDH,20201217,8.95,9.06,8.87,8.93,3207200
TDM,20201217,27,27,26.5,26.7,612850
TDP,20201217,38.5,38.5,38.25,38.25,208090
TEG,20201217,4.46,4.49,4.46,4.49,6370
TGG,20201217,1.03,1.1,1.03,1.1,710400
THG,20201217,55,55.4,54.9,55.3,37810
THI,20201217,27.3,27.3,27.3,27.3,110
TIP,20201217,35.95,36.25,35.15,35.4,136100
TLD,20201217,5.43,5.44,5.35,5.41,306190
TLG,20201217,39.4,39.4,38.6,38.9,94690
TLH,20201217,7.3,7.39,7.15,7.21,973260
TMP,20201217,42,42.2,41.3,41.3,3980
TMS,20201217,34,37.1,34,37,72570
TMT,20201217,5.7,5.7,5.27,5.58,39620
TN1,20201217,76.5,83,76,83,4100
TNA,20201217,13.45,13.45,13,13.1,216250
TNC,20201217,30.05,32.65,30.05,32.65,5720
TNI,20201217,2.98,2.99,2.94,2.95,338230
TNT,20201217,1.73,1.75,1.69,1.74,172570
TPB,20201217,22.8,23.85,22.45,23.5,3057240
TPC,20201217,9,9,9,9,3000
TRA,20201217,68.4,69,67.5,69,1760
TRC,20201217,35.8,35.8,33.5,33.5,260
TS4,20201217,3.64,3.64,3.45,3.45,10240
TSC,20201217,3.13,3.13,3,3.03,1347500
TTA,20201217,17.1,17.35,16.9,17.3,1055060
TTB,20201217,4.5,4.7,4.5,4.62,1210910
TTF,20201217,5.7,5.71,5.61,5.64,4207170
TV2,20201217,52.5,52.8,51.5,51.6,474230
TVB,20201217,12.65,12.95,12.35,12.55,329420
TVS,20201217,12,12.3,11.8,11.8,19160
TVT,20201217,24,24.45,23.1,24.45,2330
TYA,20201217,14.5,14.5,14.35,14.4,23490
UDC,20201217,5.09,5.17,4.91,5.08,96540
UIC,20201217,47.3,47.4,46.2,47.4,2210
VAF,20201217,10.4,11.65,10.35,11.65,8890
VCB,20201217,98.6,98.6,95,96,2305960
VCF,20201217,235,235,228,228,540
VCI,20201217,44.8,45.15,43.9,43.9,1139680
VDP,20201217,31.7,32.65,31.7,32.5,5640
VDS,20201217,9.83,9.83,9.3,9.4,19730
VFG,20201217,45.7,45.7,45.7,45.7,20
VGC,20201217,25.6,26.1,25.4,25.6,360720
VHC,20201217,45.2,45.7,43.8,44.05,3628260
VHM,20201217,86,86,84.5,84.7,4870320
VIB,20201217,32.5,33.5,32,32.8,2055240
VIC,20201217,107,107,104.6,104.7,1352580
VID,20201217,9.5,9.5,9,9.4,36920
VIP,20201217,8.45,8.62,8.41,8.41,379570
VIS,20201217,17.5,17.9,17.5,17.85,3500
VJC,20201217,127,127.5,124.5,124.6,590300
VMD,20201217,21,22.5,21,22.5,3410
VND,20201217,22.6,22.95,22.45,22.6,2875390
VNE,20201217,5.76,5.76,5.5,5.56,397220
VNG,20201217,15.4,15.4,15.2,15.35,187840
VNL,20201217,16.8,17,16.8,17,2500
VNM,20201217,111,111,110.3,110.4,2951870
VNS,20201217,11,11,10.9,10.9,3570
VOS,20201217,2.23,2.3,2.06,2.13,1398850
VPB,20201217,29.2,30.25,29.05,29.6,9755270
VPD,20201217,14.1,14.3,14,14.3,920
VPG,20201217,15.6,16.7,15.5,16.7,2614120
VPH,20201217,4.49,4.49,4.41,4.48,23630
VPI,20201217,33.1,33.25,32.9,33.1,879370
VPS,20201217,13.3,13.3,12.9,13.2,11270
VRC,20201217,7.49,7.49,7.3,7.37,186760
VRE,20201217,30.05,30.4,29.3,29.75,10318500
VSC,20201217,54,54.7,54,54.5,254200
VSH,20201217,18.6,18.8,18.6,18.6,120700
VSI,20201217,17.1,17.15,17.1,17.15,190
VTB,20201217,11.2,11.2,10.9,11.2,5440
VTO,20201217,7.82,7.87,7.81,7.87,6670
YBM,20201217,5.32,5.5,5.3,5.31,48280
YEG,20201217,45.2,46,45.1,45.6,24950
