<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
DNA,20201216,18.1,18.1,18.1,18.1,105
DND,20201216,26,26,26,26,1000
DNH,20201216,32,32.2,32,32.2,3500
DNW,20201216,21.3,21.3,21.2,21.2,9720
DPH,20201216,25,25.5,25,25.5,3700
DRI,20201216,7.5,7.6,7.4,7.5,363174
DSC,20201216,6.1,6.1,6.1,6.1,5400
DSG,20201216,4.5,4.5,4.1,4.1,1000
DSP,20201216,9.1,9.1,9.1,9.1,100
DTB,20201216,9,9,8.5,8.5,200
DTC,20201216,12.2,14.1,12.2,12.3,2853
DTI,20201216,9.8,9.8,9.8,9.8,10
DTK,20201216,12.9,14,12.9,14,8501
DTP,20201216,39.1,42,38.4,42,3400
DTV,20201216,36.5,36.5,35,35.9,3500
DVC,20201216,9,9.1,9,9.1,353400
DVN,20201216,17.5,18,17.5,17.8,703327
EIC,20201216,7.3,8.2,7.3,8.2,1500
EIN,20201216,4.7,4.7,4.7,4.7,1500
EMS,20201216,30.3,30.3,30.3,30.3,24
EVF,20201216,9.1,9.2,9,9.2,250836
FOC,20201216,105.1,105.1,104,105,6049
FOX,20201216,58,58.3,58,58,22590
G36,20201216,11,12.7,10.9,11.9,1741840
GHC,20201216,33.2,34.2,32.9,33.5,118615
GND,20201216,26.8,26.8,23,26,700
GVT,20201216,55.9,55.9,55.9,55.9,102
HAN,20201216,12.5,16.7,12.5,14,122505
HC3,20201216,26.1,26.1,26.1,26.1,5000
HD2,20201216,6,6.3,5.8,5.8,39000
HDM,20201216,14,14.1,14,14.1,5600
HDP,20201216,9.5,9.8,9.3,9.3,29100
HEC,20201216,57,57,57,57,100
HEM,20201216,12.7,12.8,12.7,12.7,1700
HFC,20201216,5.7,5.7,5.7,5.7,100
HHV,20201216,17,17,17,17,300
HIG,20201216,10.3,10.5,10.3,10.5,500
HKP,20201216,4.3,4.3,4.3,4.3,1500
HLB,20201216,95,95,93.5,93.5,5000
HMS,20201216,22.5,22.5,22.5,22.5,700
HNA,20201216,11,12.6,11,12.6,970
HND,20201216,18.5,18.8,18.5,18.8,61326
HNE,20201216,8.4,8.4,8.4,8.4,100
HNF,20201216,21.4,21.4,21.4,21.4,200
HNI,20201216,34.6,34.9,34.6,34.9,1200
HPB,20201216,15.5,15.5,15.5,15.5,101
HPH,20201216,3.5,3.5,3.5,3.5,2700
HPI,20201216,23.8,24,23.8,23.8,3400
HPP,20201216,38.9,38.9,38.9,38.9,100
HPT,20201216,9.8,9.8,9.8,9.8,10
HSI,20201216,0.9,0.9,0.9,0.9,100
HTE,20201216,6,7,6,7,11540
HTG,20201216,18.6,18.6,18.6,18.6,3300
HTM,20201216,10.8,11,10.8,10.8,7390
HU4,20201216,8,8,8,8,2000
HUG,20201216,31.8,31.8,31.8,31.8,100
ICF,20201216,1.8,1.8,1.8,1.8,100
ICI,20201216,3.3,3.3,3.3,3.3,1500
ICN,20201216,60.9,62,60.9,62,5252
IFS,20201216,18.3,18.3,18.3,18.3,100
ILA,20201216,3.1,3.1,2.9,3.1,600
ILS,20201216,13.9,13.9,12.6,12.8,2300
IPA,20201216,17,18,17,18,4000
ISH,20201216,16.9,16.9,16.9,16.9,100
IST,20201216,24.9,24.9,22,22,300
ITS,20201216,4,4,3.7,3.7,4300
KHA,20201216,23.6,23.6,23.6,23.6,765
KLB,20201216,14,14.1,14,14.1,258764
KSH,20201216,0.8,0.9,0.8,0.9,1398359
KTC,20201216,10,10,10,10,100
KTL,20201216,23,25,23,25,6000
L12,20201216,4.2,4.3,4.2,4.3,3900
LIC,20201216,5.5,5.5,5.5,5.5,100
LKW,20201216,24.1,27.9,24.1,27.9,200
LLM,20201216,20.1,20.3,20.1,20.2,6300
LMC,20201216,9,9,9,9,62300
LTG,20201216,26,27.2,25.8,26.5,1420026
M10,20201216,16.6,16.7,16.4,16.7,11900
MC3,20201216,8,8,8,8,200
MCH,20201216,92.8,93.2,80,93,25366
MFS,20201216,27.3,27.6,26.9,26.9,46600
MGG,20201216,40.3,46.3,40.3,46.3,1200
MH3,20201216,70.8,72,70.5,72,43253
MHP,20201216,12,12,12,12,3300
MIG,20201216,13.4,13.4,13.2,13.3,113700
MKP,20201216,40.5,40.5,40.5,40.5,300
MLS,20201216,43.8,44.5,43.6,43.9,13660
MML,20201216,48,48.7,48,48.6,52423
MPC,20201216,30.5,31.3,30.5,30.8,74860
MQN,20201216,36.5,37,36,37,8160
MRF,20201216,29,29,29,29,100
MSR,20201216,18.3,18.7,18.1,18.7,1273959
MTA,20201216,6.7,6.8,6.6,6.8,38600
MTG,20201216,3.1,3.1,3.1,3.1,20
MTH,20201216,21.8,21.8,21.8,21.8,100
NAB,20201216,14.7,14.9,14.6,14.7,149416
NAS,20201216,27.6,27.6,27.6,27.6,110
NCS,20201216,18,18.4,18,18.4,7200
ND2,20201216,27.5,29,27.5,29,5700
NDC,20201216,51.2,51.2,51.2,51.2,100
NDP,20201216,34.3,34.3,34.3,34.3,100
NED,20201216,8.7,8.7,8.6,8.6,450
NHT,20201216,36.4,36.5,36,36.5,12500
NMK,20201216,6.1,6.1,6.1,6.1,13
NNG,20201216,9.8,9.8,9.6,9.6,32000
NS3,20201216,18.4,18.4,18.4,18.4,1000
NTC,20201216,249.9,283.9,220,283.9,164336
NTW,20201216,19,19,19,19,1100
NUE,20201216,8.3,8.3,8.3,8.3,1200
OIL,20201216,9,9.1,8.9,9.1,858244
ORS,20201216,11.9,12.2,11.6,12.2,573784
PAS,20201216,15.1,15.3,14.9,14.9,439520
PCC,20201216,15.8,15.8,15.8,15.8,2600
PCM,20201216,10.3,10.3,10.3,10.3,4500
PDV,20201216,6.4,6.4,6.4,6.4,109
PEQ,20201216,39.1,39.1,39.1,39.1,100
PFL,20201216,2,2,1.9,1.9,34900
PGV,20201216,16.5,16.5,15.4,15.7,8911
PMJ,20201216,19.2,19.9,19.2,19.2,1700
PMT,20201216,4.8,4.8,4.8,4.8,1000
PND,20201216,13.3,13.3,13.3,13.3,18300
PNG,20201216,13.7,13.7,13.7,13.7,100
PNP,20201216,14.1,14.1,14.1,14.1,100
POS,20201216,14.7,16.9,14.7,16.2,342800
PPH,20201216,17.7,18.2,17.6,17.6,7100
PRT,20201216,12,12,11.7,11.7,2300
PSB,20201216,10.1,10.1,10.1,10.1,800
PSL,20201216,24.1,24.1,24,24.1,3310
PSP,20201216,7.4,7.9,7.4,7.9,57100
PTT,20201216,4,4,4,4,600
PTV,20201216,4.3,4.3,4.3,4.3,20
PVM,20201216,18.7,18.7,18.2,18.6,38060
PVO,20201216,3.5,3.5,3.4,3.5,13240
PVP,20201216,10.5,10.5,10,10.4,1292879
PVV,20201216,0.9,0.9,0.9,0.9,260
PWA,20201216,12.4,12.5,12.2,12.3,147104
PXL,20201216,9.7,9.8,9.7,9.8,115125
QNC,20201216,4.8,5.1,4.8,5.1,28400
QNS,20201216,38,43.7,38,38.3,169761
QPH,20201216,19,19,19,19,400
QTP,20201216,10.8,11.3,10.8,11,71723
RTB,20201216,14.2,14.2,14.2,14.2,183
SAC,20201216,9.2,9.2,9.2,9.2,6609
SAS,20201216,27.4,27.6,27.4,27.5,2050
SBS,20201216,2.8,2.8,2.7,2.8,1941116
SCJ,20201216,2.7,2.7,2.6,2.6,6130
SCL,20201216,7.9,7.9,7.4,7.6,20820
SD3,20201216,3.1,3.1,3,3,9400
SDD,20201216,2.1,2.1,2.1,2.1,10000
SDK,20201216,27.5,30,27.5,30,1100
SEA,20201216,26.8,26.8,26.4,26.5,19426
SGB,20201216,12.9,13,12.9,13,23651
SGP,20201216,11.5,11.7,11.3,11.5,135160
SGS,20201216,17,17,17,17,100
SID,20201216,13,13,12.7,12.9,5610
SIP,20201216,168,171,162,170,539849
SJG,20201216,5.5,5.6,5.5,5.6,5300
SKH,20201216,20,20,19.8,19.9,9500
SKV,20201216,21,21.5,21,21.2,20000
SNZ,20201216,32.7,32.9,31.9,31.9,57810
SPD,20201216,9,9,9,9,2500
SPV,20201216,12.3,15,12.3,15,300
SRB,20201216,0.9,1,0.8,1,8000
SRT,20201216,3.4,3.4,3.4,3.4,1000
SSN,20201216,5.1,5.2,5,5.2,37902
STH,20201216,13.9,13.9,13.8,13.8,36900
SWC,20201216,16,16.1,15.9,16,22900
SZE,20201216,14.6,14.6,14,14,23700
TA6,20201216,6.3,6.3,6.3,6.3,100
TCI,20201216,6.9,6.9,6.9,6.9,2000
TCW,20201216,25.6,25.8,25.6,25.7,29196
TDS,20201216,12.7,13.2,12.6,12.7,10700
TGP,20201216,4,4,4,4,825
THP,20201216,10.2,10.2,10.2,10.2,300
THU,20201216,8.1,8.1,8,8,3200
TID,20201216,15.5,15.5,15.5,15.5,1000
XMC,20201216,9.7,11,9.7,11,492
XPH,20201216,6.1,6.1,6.1,6.1,500
