<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
SDG,20201216,30.8,30.8,30.8,30.8,1000
SDN,20201216,29.4,29.4,29.4,29.4,1500
SDT,20201216,4.4,4.5,4.3,4.5,54900
SEB,20201216,35.5,35.5,35.5,35.5,1000
SED,20201216,16,16.2,16,16.2,1600
SFN,20201216,21,21,21,21,600
SGD,20201216,8.6,8.8,8.6,8.8,800
SGH,20201216,36.7,36.7,36.7,36.7,10
SHB,20201216,17,17.3,17,17.1,6660662
SHN,20201216,7.7,7.8,7.7,7.8,11776
SHS,20201216,16.3,16.6,16.3,16.5,3820924
SIC,20201216,12,12.3,12,12.3,3000
SJ1,20201216,21.4,21.4,21.4,21.4,9
SJE,20201216,18.9,19,18,18.8,53422
SLS,20201216,66,67.4,66,67,5200
SMN,20201216,9.8,9.8,9.7,9.7,1700
SPI,20201216,1.7,1.7,1.7,1.7,438680
SRA,20201216,10.4,10.7,10.1,10.4,658860
SSM,20201216,4.7,4.7,4.6,4.6,200
STC,20201216,15,15,15,15,100
STP,20201216,7,7.5,7,7,1300
SVN,20201216,1.7,1.8,1.7,1.8,46800
SZB,20201216,35.5,35.6,35,35.4,60200
TA9,20201216,9.8,10.5,9.8,10.4,85000
TAR,20201216,22.2,23,22,22.2,855008
TC6,20201216,4.6,4.7,4.6,4.7,8200
TDN,20201216,7.6,7.9,7.6,7.9,98830
TDT,20201216,13.3,13.6,13,13.6,255758
THB,20201216,10.3,10.3,10.3,10.3,100
THD,20201216,67.7,67.8,65,67.6,428480
THT,20201216,7.8,8,7.8,7.9,19900
TIG,20201216,6.1,6.3,6.1,6.3,1516820
TJC,20201216,12.5,13.7,12.5,12.5,24120
TKC,20201216,5.3,5.8,5.3,5.8,2700
TKU,20201216,10.4,12.4,10.4,10.8,532
TMB,20201216,15.7,16.8,15.5,16.8,2610
TMX,20201216,17.7,17.7,17.7,17.7,110
TNG,20201216,15.6,15.9,15.5,15.6,2005421
TTC,20201216,13.3,13.3,13.2,13.2,200
TTH,20201216,1.8,1.8,1.7,1.7,236252
TTT,20201216,34,34,34,34,1400
TTZ,20201216,3.7,3.7,3.5,3.5,46400
TV3,20201216,25.5,25.5,25.5,25.5,100
TV4,20201216,12.9,13,12.5,13,1733
TVC,20201216,12.3,12.3,12.1,12.2,648807
TVD,20201216,8.4,8.4,7.7,7.8,420579
TXM,20201216,5,5.3,5,5.3,75300
UNI,20201216,7.2,7.6,7.1,7.6,17700
V12,20201216,9.2,9.9,9.1,9.9,1200
V21,20201216,4.4,4.4,4.4,4.4,100
VBC,20201216,18.3,18.3,18.3,18.3,500
VC1,20201216,8.4,8.4,8.4,8.4,100
VC3,20201216,16.7,16.8,16.6,16.8,151686
VC6,20201216,7,7,7,7,2634
VC7,20201216,4.3,4.5,4.3,4.5,14500
VC9,20201216,4.2,4.5,4.2,4.3,20400
VCC,20201216,13,13,12.1,12.2,5424
VCG,20201216,41.5,43.8,41.5,42.7,682860
VCM,20201216,17.8,17.8,17.8,17.8,100
VCS,20201216,82.5,83.4,82.3,82.9,333617
VE1,20201216,4.7,4.7,4.7,4.7,900
VE4,20201216,11,11,10,10,2000
VE8,20201216,6.3,6.3,6.3,6.3,700
VGS,20201216,12.4,13.5,12.4,13.3,191213
VHE,20201216,3.6,3.7,3.6,3.7,14500
VHL,20201216,26.5,26.5,26.1,26.1,200
VIF,20201216,16.6,17.4,16.5,17.4,6500
VIG,20201216,1.4,1.4,1.3,1.4,4560400
VIT,20201216,14.9,15.5,14.9,15.5,59740
VIX,20201216,20.7,20.9,19.9,20.3,4331675
VKC,20201216,4.2,4.5,4.1,4.5,77551
VMC,20201216,10.6,10.6,10.5,10.6,14140
VMS,20201216,7,7.3,6.2,6.6,24109
VNC,20201216,32,32,32,32,30
VNR,20201216,19,19.4,19,19.4,3110
VNT,20201216,60.5,60.5,60.5,60.5,100
VSA,20201216,16,16,16,16,1000
VSM,20201216,15.5,16.5,15.5,16.5,29700
VTC,20201216,8.7,8.7,8.7,8.7,2088
VTJ,20201216,3.7,3.7,3.7,3.7,500
VTV,20201216,5.2,5.2,5.1,5.1,4300
VXB,20201216,5.8,5.8,5.8,5.8,100
WCS,20201216,209.6,210,209,210,1710
WSS,20201216,2.8,2.9,2.8,2.9,121200
X20,20201216,7.7,7.7,7.7,7.7,2400
