<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
PJT,20201221,10.5,10.65,10.5,10.55,2610
PLP,20201221,9,9.4,8.63,9.06,1287870
PLX,20201221,54,54.1,53.2,54,838750
PME,20201221,76.1,76.5,76.1,76.2,7090
PMG,20201221,13.7,13.85,13.65,13.85,2750
PNC,20201221,9,9.1,9,9.1,1480
PNJ,20201221,77.3,77.4,76.5,77.3,676290
POM,20201221,11.8,12.2,11.8,12,272910
POW,20201221,12.15,12.25,11.9,12,11351360
PPC,20201221,24,24.2,23.85,24,350570
PSH,20201221,17.1,17.1,17,17.1,174130
PTB,20201221,58.1,59.4,57.4,58.8,699170
MSH,20201221,41,41.05,40.3,40.4,77170
MSN,20201221,85,85,83.4,83.8,827020
MWG,20201221,115,116.8,114.7,116.2,1158010
NAF,20201221,20,20.5,20,20.2,260660
NAV,20201221,20,20,20,20,10
NBB,20201221,22.8,22.8,22,22,5000
NCT,20201221,70.5,70.5,70.1,70.1,34210
NHH,20201221,48.5,48.7,47.95,48.7,242080
NKG,20201221,15.2,15.3,14.65,14.9,5201300
NLG,20201221,29.4,29.4,29.2,29.35,1453940
NNC,20201221,38.85,38.85,38.5,38.6,58360
NSC,20201221,81,83.8,80.1,81,9130
NT2,20201221,23.65,25,23.65,24.9,2203350
NTL,20201221,23.05,23.2,22.65,22.65,915080
NVL,20201221,66.6,67.1,65.8,66.3,2348350
NVT,20201221,5.85,5.85,5.45,5.46,2100
OGC,20201221,7.09,7.1,7,7.05,589110
OPC,20201221,57,58.5,57,58,12510
PAC,20201221,27.5,27.7,27.2,27.5,13790
PAN,20201221,27.1,27.9,26.35,27.6,2640130
PC1,20201221,21.95,22.1,21.8,21.9,255790
PDN,20201221,77.1,78,72.1,78,1960
PDR,20201221,43.9,46.8,43.9,46.75,4250390
PET,20201221,16.7,17.15,16.45,16.5,4424360
PGC,20201221,21.15,21.15,20.9,20.9,7300
PGD,20201221,28.8,28.8,27.75,27.75,8800
KSB,20201221,30.5,31.3,30.3,30.7,1539420
L10,20201221,21.2,21.2,21.1,21.1,1500
LAF,20201221,10.15,10.85,10.15,10.85,20400
LBM,20201221,33,35.6,33,35.6,23280
LCG,20201221,13,13.45,12.8,13.15,8445220
LCM,20201221,0.87,0.87,0.82,0.87,110270
LDG,20201221,8.05,8.05,7.77,7.8,12558940
LEC,20201221,13.05,13.95,13.05,13.95,230
LGC,20201221,64.6,74,64.6,74,920
LGL,20201221,5,5.17,5,5.1,86290
LHG,20201221,33.3,34.55,33.3,34.2,284110
LIX,20201221,53.9,54.5,53.6,54.4,73470
LM8,20201221,11.05,11.4,11,11.4,710
LPB,20201221,12.1,12.4,12.05,12.35,13474080
LSS,20201221,7.8,7.82,7.66,7.7,437670
MBB,20201221,23.3,23.7,23.05,23.25,26924800
MCG,20201221,1.85,1.85,1.8,1.84,73780
MCP,20201221,26.35,26.35,26.2,26.2,110
MDG,20201221,11.5,11.5,11.2,11.2,150
MHC,20201221,5.79,5.8,5.65,5.77,82380
HU1,20201221,8,8,8,8,500
HU3,20201221,7.6,7.6,7.6,7.6,440
HUB,20201221,20,20.25,19.75,19.75,10620
HVH,20201221,9,9.5,8.81,9.2,420920
HVN,20201221,28.2,28.3,28.05,28.25,1802010
IBC,20201221,22.1,22.15,22,22.15,21060
ICT,20201221,24,24.1,23.8,23.95,115240
IDI,20201221,7.09,7.58,7.09,7.53,5755950
IJC,20201221,19.2,20.85,19.2,20.85,1948120
ILB,20201221,27,28.35,27,28.35,529060
IMP,20201221,55.8,56.3,55.5,55.6,77590
ITA,20201221,5.75,5.95,5.73,5.9,22936670
ITC,20201221,14.9,15.5,14.9,15.5,2620
ITD,20201221,9.25,9.25,9.11,9.13,61190
JVC,20201221,4.91,4.97,4.83,4.88,1543520
KBC,20201221,17.9,19,17.7,19,10021310
KDH,20201221,27.6,28.25,27.6,28.1,1751610
KHP,20201221,6.9,7,6.7,7,242660
KMR,20201221,2.7,2.78,2.6,2.74,354510
KOS,20201221,36,36,32.55,32.55,249980
KPF,20201221,16.95,17.5,16.95,17,3250
GMC,20201221,19,20.25,19,19.9,39660
GMD,20201221,33,34.9,33,34.2,5056940
GSP,20201221,10.9,11.05,10.9,10.9,2780
GTA,20201221,12.15,12.15,12.15,12.15,40
GTN,20201221,28.15,28.15,27,27.65,6432950
GVR,20201221,26.2,27.1,26.1,27.1,3351680
HAG,20201221,5.25,5.4,5.1,5.33,20723610
HAH,20201221,18.8,19,18.15,18.85,1565330
HAI,20201221,2.68,2.71,2.68,2.68,2646850
HAP,20201221,5.95,5.99,5.9,5.94,427540
HAR,20201221,4.6,4.61,4.5,4.51,1093890
HAS,20201221,8.5,8.5,8.5,8.5,2000
HAX,20201221,19,19.5,18.95,19.25,888950
HBC,20201221,15.1,15.45,15,15.2,8913510
HCD,20201221,2.46,2.51,2.46,2.49,221270
HCM,20201221,29.7,30.95,29.45,30.75,6305600
HDB,20201221,24,25,24,24.95,6290050
HDC,20201221,35.2,36.85,35.2,36.85,495140
HDG,20201221,34.8,35.9,34.8,35,1267210
HHS,20201221,5.16,5.27,5.05,5.13,4563300
HID,20201221,2.7,2.71,2.65,2.7,357010
HII,20201221,14.8,15.3,14.7,15.2,311740
HMC,20201221,14.85,14.9,14.8,14.85,32750
HNG,20201221,14.5,14.75,14.1,14.65,8956370
HOT,20201221,37.9,37.9,37.9,37.9,20
HPG,20201221,39,39.05,38.35,38.55,15789770
HPX,20201221,27.5,27.65,27.1,27.1,554120
HQC,20201221,1.73,1.73,1.7,1.72,9839770
HRC,20201221,40,40.65,38.2,40.65,680
HSG,20201221,22.2,22.2,21.25,21.65,11882750
HSL,20201221,6.6,6.6,5.8,6.2,71650
HT1,20201221,17.05,17.2,16.85,16.95,1530960
HTI,20201221,13.8,13.8,13.6,13.8,19700
HTL,20201221,17.1,17.1,16,17,940
HTN,20201221,43.4,43.4,42,42.05,94430
HTV,20201221,12.9,13,12.9,12.9,2100
DVP,20201221,46,46.35,46,46.25,35890
DXG,20201221,15,15.2,14.75,14.85,9004520
DXV,20201221,3.69,3.69,3.42,3.47,510
EIB,20201221,17.2,18.4,17.1,18.4,1287450
ELC,20201221,8.55,8.8,8.4,8.72,597630
EVE,20201221,13.6,13.6,13.05,13.4,16530
EVG,20201221,7.22,7.22,7.1,7.22,1115690
FCM,20201221,6,6,5.7,5.8,7780
FCN,20201221,12.6,12.7,12.45,12.5,1075400
FDC,20201221,13.6,14,13.6,14,300
FIR,20201221,25.6,25.7,25.5,25.65,87570
FIT,20201221,12,12.45,11.7,12.45,5909840
FLC,20201221,4.3,4.34,4.24,4.27,10295280
FMC,20201221,35.5,35.9,35,35.4,594420
FPT,20201221,57.3,57.8,57.1,57.5,2307390
FRT,20201221,29.2,29.9,28.6,29.1,3266210
FTM,20201221,1.39,1.42,1.35,1.36,136770
FTS,20201221,14.9,15.3,14.7,15.2,1580450
GAB,20201221,195.1,196.6,195.1,195.2,2520
GAS,20201221,85.2,86.4,84.6,86.3,1296520
GDT,20201221,40.5,40.5,40.1,40.15,18610
GEG,20201221,18.9,19.65,18.9,19.55,1748850
GEX,20201221,20.8,20.85,20.6,20.75,8083480
GIL,20201221,44,44.4,42.7,42.7,781980
CMX,20201221,15.95,15.95,15,15.55,1072310
CNG,20201221,19.5,19.6,19.45,19.5,65300
COM,20201221,45,46,44.5,46,11770
CRC,20201221,14.75,15.85,14.75,15,667280
CRE,20201221,32.5,32.7,31.9,32.2,1297480
CSM,20201221,16.8,16.9,16.5,16.75,95180
CSV,20201221,27.9,28.2,27.65,27.7,362200
CTD,20201221,73,73.5,71.1,71.1,1371900
CTF,20201221,21.9,22,20.55,21.65,86870
CTG,20201221,34.65,35.45,34.5,34.85,7880530
CTI,20201221,14.4,14.4,14.1,14.1,670080
CTS,20201221,12.45,12.45,12.3,12.45,1273130
CVT,20201221,42.5,42.5,41.1,41.3,17780
D2D,20201221,57.5,59.5,56.8,58.4,400600
DAG,20201221,6.82,7.09,6.82,7.08,1533630
DAH,20201221,3.82,3.85,3.79,3.83,594480
DAT,20201221,30,31.9,30,30.1,2930
DBC,20201221,51.5,51.5,49.95,50.5,2480320
DBD,20201221,44.5,44.8,44,44.6,48820
DBT,20201221,13.6,13.6,13,13.1,22110
DC4,20201221,10.55,10.8,10.2,10.75,9400
DCL,20201221,24.5,24.5,24,24.5,430090
DCM,20201221,12.45,12.55,12.35,12.5,3666060
DGC,20201221,48.4,48.5,47.8,47.8,575840
DGW,20201221,77.5,79.7,77.5,77.7,244490
DHA,20201221,43.45,43.7,42.8,42.8,16470
DHC,20201221,60.1,60.2,59.4,59.5,174890
DHG,20201221,105,105,104,104.1,6970
DHM,20201221,9.74,9.75,9.72,9.73,667760
DIG,20201221,27.5,27.9,26.95,27.8,6100610
DLG,20201221,1.42,1.51,1.42,1.49,9382610
DMC,20201221,56.7,56.7,55.8,55.9,88380
DPG,20201221,28.55,30,28.55,29.2,779040
DPM,20201221,18.2,18.5,18.1,18.3,3760880
DPR,20201221,43.5,43.7,43.4,43.65,68920
DQC,20201221,15.6,15.8,15.5,15.75,25550
DRC,20201221,22.25,23.3,22.25,22.85,2074720
DRH,20201221,8.41,8.96,8.41,8.8,2685070
DRL,20201221,56,56,55.5,55.6,4010
DSN,20201221,47.4,47.4,47,47.25,9180
DTA,20201221,4.7,5.02,4.7,4.82,115100
DTL,20201221,8.93,8.93,8.93,8.93,210
AAA,20201221,13.35,14.25,13.35,14.25,7465300
AAM,20201221,11.45,11.45,11,11,3080
ABS,20201221,18.2,18.35,17.5,18.35,255850
ABT,20201221,31,31.4,31,31.4,440
ACB,20201221,28.5,29.3,28.35,28.95,22481640
ACC,20201221,14.2,14.2,13.9,13.95,48010
ACL,20201221,12.85,13.7,12.85,13.7,312680
ADS,20201221,10.8,10.8,10.5,10.8,15460
AGG,20201221,30.95,30.95,30.2,30.2,1670780
AGM,20201221,12.7,12.75,12.35,12.65,44490
AGR,20201221,8.34,8.92,8.34,8.91,4114220
AMD,20201221,2.67,2.71,2.67,2.67,2562430
ANV,20201221,22.7,22.7,22.05,22.2,483690
APC,20201221,23,24.4,23,24.4,272890
APG,20201221,9.9,10.05,9.85,9.94,1493240
APH,20201221,76.5,80.2,76.5,79.7,658500
ASG,20201221,37.7,38,37.5,37.7,14200
ASM,20201221,16.9,17,16.4,17,4564880
ASP,20201221,6.2,6.3,6.11,6.3,49260
AST,20201221,55.8,56.2,55.3,55.3,147680
BBC,20201221,60,60,58.2,58.2,2210
BCE,20201221,9.3,9.8,9.3,9.8,331800
BCG,20201221,10.05,10.65,10.05,10.65,2039720
BCM,20201221,41,41.95,40.85,40.9,208290
BFC,20201221,16.4,16.4,16.05,16.1,603650
BHN,20201221,79,79,75,76.7,8330
BIC,20201221,21.15,21.5,19.7,21.25,166500
BID,20201221,48,48,46.5,47.45,2476240
BMC,20201221,11.8,12.55,11.8,12.55,709460
BMI,20201221,29.15,29.65,29.1,29.2,354850
BMP,20201221,64.3,64.5,63.3,63.7,65380
BRC,20201221,11.15,11.5,11.15,11.45,260
BSI,20201221,12,12.6,12,12.5,1160760
BTP,20201221,14.05,14.15,14.05,14.05,25670
BTT,20201221,38.9,38.9,36.9,38.9,770
BVH,20201221,57.6,57.8,56.9,57.1,1266240
BWE,20201221,32.1,33.35,32.1,32.6,830150
C32,20201221,24.3,24.45,24.1,24.25,210150
C47,20201221,9.7,9.89,9.7,9.78,412330
CAV,20201221,69.5,69.5,67,69,2050
CCI,20201221,14.2,14.4,13.7,13.7,19080
CCL,20201221,8.46,9.05,8.46,9.03,996710
CDC,20201221,25.75,26.9,25.75,26.3,183330
CEE,20201221,18.65,19.1,18.65,19,119800
CHP,20201221,19.65,19.85,19.65,19.8,32790
CIG,20201221,1.99,1.99,1.84,1.9,510
CII,20201221,19.4,19.45,19.1,19.25,1470660
CKG,20201221,14,14,13.4,13.65,1497440
CLC,20201221,30.65,30.75,30.65,30.7,9750
CLG,20201221,0.82,0.82,0.82,0.82,104690
CLL,20201221,29.5,30,29.5,30,1990
CLW,20201221,23,23,23,23,20
CMG,20201221,32.3,32.55,32.3,32.45,78380
CMV,20201221,16,16,16,16,60
VNAll-INDEX,20201221,991.8,1007.95,991.8,1005.9,548139370
CFPT2008,20201221,2.15,2.24,2.14,2.16,395510
CFPT2010,20201221,7.8,8.46,7.8,8.15,62320
CFPT2011,20201221,2.27,2.38,2.27,2.32,622740
CFPT2012,20201221,2.08,2.09,2,2.01,356350
CFPT2013,20201221,4.9,4.9,4.8,4.9,6000
CFPT2014,20201221,3.34,3.55,3.34,3.55,4760
CFPT2015,20201221,1.99,2.05,1.97,2.04,50910
CFPT2016,20201221,2.44,2.52,2.44,2.5,172840
CHDB2007,20201221,2.5,2.88,2.5,2.87,788520
CHDB2008,20201221,2,2.3,1.9,2.3,657740
CHPG2010,20201221,3.92,3.94,3.7,3.82,298000
CHPG2012,20201221,21.22,21.25,20.88,21.25,33510
CHPG2014,20201221,22.04,22.04,21.85,21.9,84140
CHPG2015,20201221,21.3,21.55,21.22,21.55,84270
CHPG2016,20201221,10.27,10.55,9.98,9.98,27150
CHPG2017,20201221,2.58,2.68,2.57,2.6,368790
CHPG2018,20201221,2.8,2.89,2.71,2.8,235360
CHPG2020,20201221,14.52,14.52,14.01,14.06,26780
CHPG2021,20201221,7.37,7.4,7.2,7.4,1033470
CHPG2022,20201221,6.36,6.6,6.13,6.3,1580900
CHPG2023,20201221,10.35,10.55,9.9,10.45,282170
CHPG2024,20201221,6.5,6.5,5.95,6,36020
CHPG2025,20201221,6.89,7.1,6.7,7.1,31670
CKDH2001,20201221,1.52,1.6,1.51,1.57,106560
CKDH2002,20201221,1.81,1.87,1.81,1.87,146210
CKDH2003,20201221,1.21,1.26,1.17,1.23,370750
CMBB2007,20201221,4.83,5.11,4.83,4.91,64320
CMBB2008,20201221,7.63,7.68,7.17,7.3,55200
CMBB2009,20201221,4.2,4.35,4.07,4.12,702650
CMBB2010,20201221,8.7,8.7,8.01,8.3,79850
CMBB2011,20201221,7.69,8,7.48,7.66,93450
CMSN2006,20201221,5.94,5.94,5.8,5.8,12710
CMSN2007,20201221,3.1,3.1,2.96,2.98,331000
CMSN2009,20201221,2.72,2.86,2.64,2.66,87640
CMSN2010,20201221,15.63,15.63,15.24,15.29,16540
CMSN2011,20201221,6.98,6.98,6.7,6.8,8170
CMSN2013,20201221,1.49,1.55,1.35,1.38,346130
CMSN2014,20201221,1,1,0.94,0.96,368110
CMWG2010,20201221,3.49,3.61,3.48,3.51,108180
CMWG2012,20201221,7.6,7.83,7.4,7.4,66530
CMWG2013,20201221,15.02,15.09,14.61,14.61,3650
CMWG2014,20201221,3.15,3.2,3.05,3.15,12310
CMWG2015,20201221,2.32,2.42,2.29,2.38,852200
CMWG2016,20201221,2.05,2.14,1.99,2.06,507450
CNVL2002,20201221,2.1,2.14,2.06,2.07,94130
CNVL2003,20201221,1.15,1.16,1.1,1.11,380620
CPNJ2006,20201221,1.94,1.94,1.85,1.89,186160
CPNJ2008,20201221,5.62,5.68,5.55,5.57,87280
CPNJ2009,20201221,3,3,2.8,2.8,93130
CPNJ2010,20201221,2.83,2.89,2.81,2.89,105760
CREE2005,20201221,3.84,3.84,3.68,3.73,96890
CREE2006,20201221,2.2,2.21,2.1,2.12,141480
CSBT2007,20201221,3.29,3.29,2.9,3.17,204620
CSTB2006,20201221,2.33,2.6,2.33,2.37,241400
CSTB2007,20201221,3.39,3.39,3.2,3.27,677730
CSTB2010,20201221,3.4,3.4,2.87,3.1,656620
CSTB2011,20201221,3.59,3.65,3.4,3.52,234900
CSTB2012,20201221,4.45,4.74,4.3,4.51,2068350
CSTB2013,20201221,5.5,5.5,5.2,5.4,127990
CSTB2014,20201221,5.7,5.92,5.6,5.73,93790
CSTB2015,20201221,1.88,1.99,1.85,1.91,507740
CSTB2016,20201221,2.25,2.26,2.12,2.17,318150
CTCB2007,20201221,4.73,5,4.55,4.78,520890
CTCB2009,20201221,7.91,8.61,6.22,7.99,303590
CTCB2010,20201221,4.4,4.55,4.31,4.35,641040
CTCB2011,20201221,7.3,7.65,7.24,7.25,131040
CTCB2012,20201221,9.59,9.82,9.19,9.5,268680
CTCH2001,20201221,1.14,1.18,1.1,1.18,250660
CTCH2002,20201221,0.89,0.89,0.83,0.88,203120
CTCH2003,20201221,1.23,1.27,1.23,1.26,51750
CVHM2005,20201221,0.88,1,0.88,0.97,653800
CVHM2006,20201221,0.66,0.72,0.66,0.69,439900
CVHM2007,20201221,2.64,2.75,2.56,2.74,683850
CVHM2008,20201221,1.3,1.35,1.27,1.33,343960
CVHM2009,20201221,1.84,1.95,1.84,1.9,378940
CVHM2010,20201221,1.68,1.86,1.68,1.76,133050
CVIC2004,20201221,0.86,0.9,0.83,0.87,359000
CVIC2005,20201221,1.59,1.7,1.59,1.67,69960
CVIC2006,20201221,2.35,2.44,2.35,2.4,152690
CVIC2007,20201221,0.71,0.71,0.66,0.7,83200
CVJC2004,20201221,1.13,1.17,1.05,1.14,133540
CVJC2005,20201221,2.8,2.8,2.68,2.75,90030
CVJC2006,20201221,1.43,1.43,1.33,1.37,516540
CVNM2007,20201221,1.18,1.29,1.17,1.29,94130
CVNM2008,20201221,2.16,2.35,2.16,2.22,97300
CVNM2010,20201221,2.84,2.84,2.69,2.75,210490
CVNM2011,20201221,1.06,1.06,1.01,1.03,283700
CVNM2012,20201221,5.44,5.59,5.16,5.48,38940
CVNM2013,20201221,1.82,1.82,1.76,1.79,357740
CVNM2014,20201221,0.8,0.84,0.8,0.84,700
CVNM2015,20201221,1.7,1.8,1.69,1.73,55140
CVNM2016,20201221,0.67,0.7,0.66,0.69,347530
CVPB2008,20201221,5.05,5.75,5.05,5.7,238150
CVPB2010,20201221,9.22,9.73,9.12,9.73,14880
CVPB2011,20201221,4.6,5.1,4.6,5.01,616770
CVPB2012,20201221,4.83,5.39,4.64,5.3,519800
CVPB2013,20201221,6.05,8.25,5.1,7.15,10970
CVPB2014,20201221,4.4,5,4.4,4.66,111750
CVPB2015,20201221,9.1,9.85,8.85,9.85,62870
CVRE2007,20201221,0.57,0.61,0.53,0.59,1230760
CVRE2008,20201221,1.2,1.3,1.15,1.25,131220
CVRE2009,20201221,1,1,0.92,0.98,402110
CVRE2010,20201221,0.83,0.83,0.74,0.82,1486200
CVRE2011,20201221,1.18,1.22,1.1,1.18,614690
CVRE2012,20201221,1.5,1.75,1.5,1.71,1002960
CVRE2013,20201221,6.93,6.93,6.44,6.74,103790
E1VFVN30,20201221,17.59,17.7,17.49,17.7,626080
FUEMAV30,20201221,12.3,12.39,12.24,12.36,343680
FUESSV30,20201221,13.6,13.6,12.84,13.05,480
FUESSV50,20201221,15.3,15.5,15.3,15.5,40320
FUESSVFL,20201221,13.3,13.59,13.3,13.59,100910
FUEVFVND,20201221,16.5,16.9,16.5,16.7,263040
FUEVN100,20201221,13.33,13.66,13.33,13.6,650
KDC,20201221,38.4,38.65,37.95,38.4,640860
