<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ONE,20201210,4.3,4.3,4.3,4.3,100
PCE,20201210,9.2,9.2,9,9,400
PCG,20201210,4.8,4.8,4.8,4.8,20
PDB,20201210,7.4,7.4,7.3,7.3,2100
PGN,20201210,12.2,12.3,12,12.2,101100
PGS,20201210,17.1,18.2,16.9,18.1,301267
PGT,20201210,3.4,3.4,3.4,3.4,40
PHP,20201210,15.2,15.8,15.1,15.6,130819
PIA,20201210,26.5,26.8,26.5,26.6,1500
PIC,20201210,9,9,8.9,8.9,600
PLC,20201210,26.9,27.1,26.1,26.2,867351
PMS,20201210,14.8,15,14.8,15,1700
POT,20201210,15.7,17.1,15.7,17.1,800
PPP,20201210,12.6,13.1,12.4,12.9,3400
PSC,20201210,12.1,13,12.1,13,19700
PSD,20201210,14.6,15.4,14.6,15.4,27117
PSI,20201210,3.9,4,3.9,3.9,10900
PTI,20201210,21.4,22,21.4,21.4,1500
PTS,20201210,7.1,7.1,7.1,7.1,100
PV2,20201210,2.7,2.7,2.7,2.7,200
PVB,20201210,16.2,16.2,15.8,16,285074
PVC,20201210,6.4,6.5,6.3,6.4,285425
PVG,20201210,7.7,7.8,7.7,7.8,1300
PVI,20201210,31,31,30.5,30.6,15516
PVL,20201210,1.1,1.2,1,1.2,92500
PVS,20201210,15.5,15.6,14.9,15,7872403
QHD,20201210,24.5,26,24.5,26,1600
QTC,20201210,16.4,16.4,15,15,2400
RCL,20201210,18.2,18.2,18,18,51900
S55,20201210,25,25,25,25,17300
S99,20201210,15.9,15.9,15.6,15.6,30138
SAF,20201210,53,53,48.8,48.8,601
SCI,20201210,66.1,66.1,66,66,2620
SD4,20201210,4,4,3.9,3.9,1933
SD5,20201210,6.7,6.8,6.5,6.5,81300
SD6,20201210,2.7,2.8,2.6,2.6,124690
SD9,20201210,6.5,6.5,6.4,6.4,4280
SDA,20201210,4.4,4.4,4.4,4.4,100
SDC,20201210,7.5,8.9,7.5,8.9,200
SDT,20201210,4.5,4.5,4.3,4.5,80798
SEB,20201210,37,37,37,37,6300
SGC,20201210,96.9,96.9,96.9,96.9,2
SGD,20201210,8.7,8.7,8.7,8.7,100
SHB,20201210,17.4,17.5,17.1,17.1,5319840
SHE,20201210,17.7,17.7,17.5,17.5,800
SHN,20201210,7.8,7.8,7.6,7.8,5660
SHS,20201210,15.8,15.8,15.2,15.2,5025841
SIC,20201210,11,11.8,11,11.5,739
SJ1,20201210,21.4,21.4,21.4,21.4,100
SJE,20201210,18.8,19.2,18.6,19,54294
SLS,20201210,65,65,64.5,64.8,12250
SMN,20201210,9.7,9.7,9.7,9.7,500
SPI,20201210,1.2,1.4,1.2,1.3,435700
SRA,20201210,9.9,9.9,9.7,9.8,603695
SSM,20201210,4.8,4.8,4.8,4.8,20
STC,20201210,14.5,14.5,14,14,900
STP,20201210,6.9,7,6.5,6.6,10400
SVN,20201210,1.7,1.8,1.7,1.8,73800
SZB,20201210,35.5,35.5,34.9,35,75200
TA9,20201210,9.8,9.8,9.6,9.7,46200
TAR,20201210,21.2,21.3,20.6,20.6,682896
TDN,20201210,7.1,7.2,7.1,7.2,96130
TDT,20201210,13,13.1,12.6,13,144200
THD,20201210,46.5,46.5,46.5,46.5,179925
THT,20201210,7.5,7.5,7.4,7.4,29300
TIG,20201210,6.3,6.3,6.1,6.1,938325
TJC,20201210,12.1,13,11.7,11.7,7600
TKC,20201210,6.6,6.6,5.8,6.6,11500
TKU,20201210,12.6,12.8,12.6,12.8,1500
TMB,20201210,16.2,16.2,15.8,15.8,800
TNG,20201210,15.1,15.4,14.8,14.8,2742927
TST,20201210,12.4,14.5,12.4,14.5,660
TTC,20201210,14.4,14.4,12.4,13,4300
TTH,20201210,1.7,1.7,1.6,1.7,82900
TTL,20201210,7.3,7.3,7.3,7.3,2010
TTT,20201210,33.1,33.1,33.1,33.1,300
TTZ,20201210,3.4,3.7,3.4,3.7,57100
TV3,20201210,24.2,24.2,24.1,24.1,200
TV4,20201210,12.7,12.8,12.7,12.8,1100
TVC,20201210,11.8,12.2,11.6,12.2,1801527
TVD,20201210,6.3,6.4,6.3,6.4,61200
TXM,20201210,5,5.2,4.8,5.1,5800
UNI,20201210,7.4,8,7.3,7.5,36218
V21,20201210,3.7,3.9,3.7,3.9,14100
VBC,20201210,17.8,18,17.8,17.9,700
VC2,20201210,10.2,10.2,10.2,10.2,400
VC3,20201210,16.9,17,16.8,16.9,176150
VC6,20201210,7.7,7.7,7.7,7.7,200
VC7,20201210,4.3,4.4,4.3,4.3,7220
VC9,20201210,4.5,4.5,4.4,4.4,600
VCG,20201210,41.3,41.4,40.5,40.5,79574
VCS,20201210,79.6,81.8,79.6,80.2,412812
VE1,20201210,6.3,6.3,6.3,6.3,100
VE4,20201210,10,10,10,10,200
VGS,20201210,11.5,11.7,11.3,11.4,148046
VHE,20201210,3.6,3.7,3.6,3.6,26100
VHL,20201210,26,26.1,26,26.1,1110
VIF,20201210,17.6,17.6,17.6,17.6,100
VIG,20201210,1.2,1.2,1,1.2,1316800
VIT,20201210,14.6,14.6,14.5,14.5,5200
VIX,20201210,18.9,20,18.8,19,4931212
VKC,20201210,4.1,4.1,4.1,4.1,4299
VMC,20201210,11.1,11.1,10.4,10.8,55441
VNC,20201210,35,35,35,35,20
VNR,20201210,19.1,19.1,19,19,5000
VNT,20201210,74.8,74.8,61.6,61.6,700
VSA,20201210,16.5,17,16.5,17,210
VSM,20201210,13,15,13,15,1100
VTC,20201210,8.6,8.6,8.6,8.6,9000
VTJ,20201210,3.7,3.8,3.7,3.8,600
VXB,20201210,5.8,5.8,5.8,5.8,900
WCS,20201210,207.2,207.2,207.1,207.2,1610
WSS,20201210,2.6,2.7,2.6,2.6,178600
