<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
TDM,20201218,26.7,26.7,26.2,26.3,699810
TDP,20201218,37,40,37,38.7,793040
TEG,20201218,4.5,4.59,4.5,4.59,16590
TGG,20201218,1.16,1.16,1.09,1.09,746500
THG,20201218,55.5,57,55.5,57,21490
THI,20201218,27.3,28.3,27.3,28.3,1010
TIP,20201218,35.4,36.75,35.4,36.5,198940
TIX,20201218,29.3,29.3,29.3,29.3,50
TLD,20201218,5.41,5.75,5.38,5.72,924040
TLG,20201218,39,39.75,38.9,39.4,145860
TLH,20201218,7.15,7.37,7.15,7.37,593430
TMP,20201218,41.05,42,41,41,1880
TMS,20201218,37,39,36.95,38,40630
TMT,20201218,5.64,5.64,5.2,5.56,15460
TN1,20201218,80,82.5,80,82.5,2550
SFG,20201218,7.2,7.35,7.2,7.35,8590
SFI,20201218,31.5,32,30.4,32,117700
SGN,20201218,70.3,70.6,70.3,70.6,9530
SGR,20201218,20,20.3,20,20.1,16910
SGT,20201218,5.6,5.69,5.6,5.6,2010
SHA,20201218,4.18,4.25,4.18,4.25,41360
SHI,20201218,8.9,8.9,8.6,8.85,662700
SHP,20201218,22.6,22.6,22.6,22.6,1600
SII,20201218,16.1,17.3,16.1,17.3,130
SJD,20201218,16.85,16.85,16.65,16.8,135840
SJF,20201218,2.48,2.48,2.37,2.37,3711140
SJS,20201218,25.6,25.7,25.1,25.4,66660
SKG,20201218,10.85,10.9,10.8,10.8,233990
SMA,20201218,8.5,8.5,8.5,8.5,240
SMB,20201218,43.1,43.1,42.8,42.9,8850
SMC,20201218,17.5,18.3,17.5,18.2,269320
SPM,20201218,13.35,13.4,13.35,13.4,730
SRC,20201218,19.3,19.3,18.9,19,73630
SRF,20201218,14.3,14.3,13.5,13.5,130
SSC,20201218,49,49.75,49,49.75,60
SSI,20201218,25.4,26.8,25.15,26.8,14808270
ST8,20201218,11.25,11.25,10.4,10.65,60
STB,20201218,16.8,17.15,16.65,17,25115670
STG,20201218,14.6,14.7,14,14.7,37570
STK,20201218,20.6,22,20.6,22,146010
SVC,20201218,69.1,71.5,69.1,71.5,70
SVI,20201218,102.7,102.7,102.7,102.7,4640
POM,20201218,12.4,12.4,12.1,12.3,143000
POW,20201218,12,12.1,11.9,12,12964810
PPC,20201218,24,24,23.85,24,233680
PSH,20201218,17.1,17.2,17,17.1,140040
PTB,20201218,59,59,58,58.2,480350
PTC,20201218,8.51,9.6,8.51,9.6,30
PTL,20201218,5.45,5.78,5.45,5.5,18060
PVD,20201218,14.3,14.4,14.2,14.35,5508190
PVT,20201218,13.3,13.35,13.2,13.25,3014020
PXI,20201218,3.1,3.24,3.1,3.18,15140
PXS,20201218,7.1,7.4,7.1,7.25,339700
PXT,20201218,1.4,1.42,1.38,1.38,41630
QBS,20201218,2.35,2.43,2.31,2.4,108860
QCG,20201218,7.04,7.1,6.9,6.95,972830
RAL,20201218,128,129.9,127,129.9,14020
RDP,20201218,7.85,7.89,7.61,7.85,16950
REE,20201218,46,46.8,46,46.6,593480
RIC,20201218,4.4,4.4,4.2,4.4,32020
ROS,20201218,2.21,2.21,2.18,2.2,6191090
S4A,20201218,27.65,27.65,27.6,27.6,950
SAB,20201218,198,202,196.5,201.8,105530
SAM,20201218,9.86,10,9.82,10,76500
SAV,20201218,17.3,17.5,17.15,17.5,47500
SBA,20201218,14.9,15.05,14.9,15.05,46940
SBT,20201218,20,20.05,19.8,19.8,3567020
SBV,20201218,12.7,12.7,12.3,12.6,43010
SC5,20201218,19,19.4,19,19.4,20
SCD,20201218,23.7,24,23.7,23.9,4030
SCR,20201218,7.73,7.85,7.63,7.7,6778810
SCS,20201218,129.9,130.5,129.4,129.4,37900
SFC,20201218,22.8,23.2,22.8,23.2,110
LSS,20201218,7.7,7.8,7.7,7.79,312940
MBB,20201218,22.5,23.1,22.15,23.1,17502170
MCG,20201218,1.79,1.87,1.77,1.87,3670
MCP,20201218,28.3,29.4,26.35,26.35,380
MDG,20201218,11.4,11.4,11.3,11.3,160
MHC,20201218,5.62,5.79,5.58,5.79,136120
MSH,20201218,40.55,40.7,40.1,40.7,96340
MSN,20201218,83.7,84.3,83.7,84.1,1417470
MWG,20201218,113.5,115,113,115,1086810
NAF,20201218,20.05,20.1,19.7,20,269750
NBB,20201218,22.2,22.8,22.15,22.8,240
NCT,20201218,70.1,70.7,70.1,70.5,32340
NHH,20201218,47.5,48.2,47.4,48,197260
NKG,20201218,14.9,15.25,14.9,15.15,4982090
NLG,20201218,29.15,29.4,28.9,29.35,1251860
NNC,20201218,39,39,38.8,38.8,41210
NSC,20201218,79.9,81,78.5,81,17750
NT2,20201218,23.45,23.75,23.45,23.65,376570
NTL,20201218,23.45,23.45,22.95,23,536160
NVL,20201218,66.2,67,65.8,66,4014050
NVT,20201218,5.87,5.87,5.4,5.77,2910
OGC,20201218,7.17,7.19,7.09,7.09,540800
OPC,20201218,57,57,57,57,2960
PAC,20201218,27.5,27.8,27.5,27.5,10760
PAN,20201218,25.5,27.05,25.3,27.05,1540870
PC1,20201218,21.35,22,21.35,21.9,308450
PDN,20201218,76.6,77,76.6,77,710
PDR,20201218,43.9,44.7,43.6,43.75,3924570
PET,20201218,16.75,16.75,16.3,16.55,3314200
PGC,20201218,21.3,21.3,21.1,21.15,8840
PGD,20201218,27.6,29.2,27.6,28.8,2090
PGI,20201218,20,20,19.5,19.65,610
PHC,20201218,10.3,10.5,10.3,10.5,299860
PHR,20201218,63,64.1,62.8,63.9,876460
PIT,20201218,5,5,4.95,4.97,5630
PJT,20201218,10.6,10.8,10.5,10.5,5040
PLP,20201218,9.11,9.4,9.05,9.06,1518540
PLX,20201218,52.3,53.8,52.3,53.8,839990
PME,20201218,76,76.3,75.6,76.1,7360
PMG,20201218,13.5,13.7,13.5,13.7,1530
PNJ,20201218,75.8,77.5,75.8,77.3,582740
LCG,20201218,13,13,12.65,12.9,4420210
LCM,20201218,0.77,0.82,0.77,0.82,43980
LDG,20201218,7.5,7.86,7.42,7.77,11851720
LEC,20201218,13.9,13.9,13.05,13.85,480
LGC,20201218,69.4,69.4,69.4,69.4,300
LGL,20201218,4.9,5.24,4.87,5,102660
LHG,20201218,33.4,33.8,32.75,33.3,371640
LIX,20201218,54,54,53.7,53.8,44630
LM8,20201218,11.5,11.5,11.4,11.45,640
LPB,20201218,12,12.05,11.9,12.05,8621850
ILB,20201218,26.6,26.8,25.9,26.5,103880
IMP,20201218,55.6,56,55.6,55.8,53820
ITA,20201218,5.74,5.89,5.67,5.71,15631930
ITC,20201218,15.45,15.5,15,15,5000
ITD,20201218,9.17,9.25,9.16,9.25,36460
JVC,20201218,4.81,4.81,4.71,4.72,533630
KBC,20201218,18,18,17.55,17.8,5110620
KDC,20201218,38.35,38.7,38.3,38.4,623490
KDH,20201218,27.4,27.85,27.35,27.7,2520760
KHP,20201218,7.2,7.2,6.7,6.83,317440
KMR,20201218,2.68,2.7,2.65,2.7,190060
KOS,20201218,33,35.3,33,35,148280
KPF,20201218,15.85,16.5,15.4,16.5,6890
KSB,20201218,30.1,30.4,29.6,30.35,1611760
L10,20201218,21.25,21.25,21.2,21.2,190
LAF,20201218,9.5,10.15,9.5,10.15,4580
LBM,20201218,32.6,33.3,32.6,33.3,9450
HAX,20201218,18.4,18.75,18.2,18.65,436490
HBC,20201218,14.65,15.3,14.35,15.1,12783950
HCD,20201218,2.5,2.53,2.46,2.46,220450
HCM,20201218,27.95,29.3,27.6,29.2,4620300
HDB,20201218,22.75,23.7,22.7,23.7,9509510
HDC,20201218,32.3,34.45,32.3,34.45,1540250
HDG,20201218,33.85,34.8,33.2,34.8,2150800
HHS,20201218,5.2,5.31,5.14,5.14,5542600
HID,20201218,2.65,2.67,2.55,2.62,175490
HII,20201218,15,15.2,14.5,14.8,186980
HMC,20201218,14.7,14.9,13.85,14.85,13240
HNG,20201218,14.95,14.95,14.3,14.6,5541470
HPG,20201218,38.1,38.75,37.9,38.6,19956910
HPX,20201218,27.5,27.8,27.4,27.5,494350
HQC,20201218,1.73,1.74,1.7,1.71,4865650
HRC,20201218,38,38,38,38,20
HSG,20201218,21.2,21.9,21.15,21.75,7669080
HSL,20201218,5.64,6.39,5.64,6.23,239070
HT1,20201218,16.7,17.35,16.6,17.15,1920970
HTL,20201218,15.4,17.1,15.4,17.1,410
HTN,20201218,42,43.8,41.45,42.9,155010
HTV,20201218,12.8,12.9,12.8,12.9,130
HU1,20201218,8.3,8.3,8.29,8.3,10630
HU3,20201218,7.5,7.6,7.5,7.6,1500
HUB,20201218,20,20.2,19.9,20.2,14020
HVH,20201218,8.9,8.9,8.8,8.89,127230
HVN,20201218,28.05,28.4,28.05,28.15,942350
HVX,20201218,3.33,3.35,3.33,3.34,7110
IBC,20201218,21.9,22.2,21.8,22.15,109900
ICT,20201218,24,24.3,23.7,24,101790
IDI,20201218,6.7,7.1,6.67,7.09,4978530
IJC,20201218,19,19.8,18,19.5,3895560
DVP,20201218,45.7,46,45.5,45.9,42850
DXG,20201218,14.65,14.95,14.45,14.8,10482090
DXV,20201218,3.47,3.47,3.47,3.47,110
EIB,20201218,17.1,17.2,17,17.2,409560
ELC,20201218,8.29,8.5,8.29,8.5,506170
EMC,20201218,18.6,18.6,18.6,18.6,210
EVE,20201218,13.4,13.45,13,13.4,31180
EVG,20201218,6.4,6.75,6.4,6.75,656310
FCM,20201218,5.71,6,5.71,6,1340
FCN,20201218,12.75,12.75,12.5,12.6,1009060
FDC,20201218,14.3,14.5,14.3,14.5,80
FIR,20201218,25.3,25.5,25.2,25.45,111120
FIT,20201218,11.55,11.7,11.4,11.65,2735380
FLC,20201218,4.32,4.32,4.24,4.25,11261740
FMC,20201218,35.9,36,35.3,35.35,762210
FPT,20201218,56.5,57.1,56.5,56.9,1532820
FRT,20201218,28.65,29.15,28.05,29,3063530
FTM,20201218,1.4,1.44,1.3,1.38,437130
FTS,20201218,13.5,14.45,13.45,14.4,1879690
GAB,20201218,193.4,195.1,193.4,195.1,1980
GAS,20201218,84.1,85.1,84.1,84.9,590630
GDT,20201218,40.5,42.5,40,40.5,14950
GEG,20201218,17.3,18.4,17.3,18.4,2953570
GEX,20201218,20.75,20.95,20.65,20.8,6823580
GIL,20201218,45.1,45.25,43.7,44,444120
GMC,20201218,18.9,19.1,18.8,19,37100
GMD,20201218,32,32.9,31.7,32.75,3494080
GSP,20201218,11,11.2,10.9,11.2,1010
GTA,20201218,12,12.1,12,12.1,1850
GTN,20201218,28.6,29.2,28.15,28.15,4128740
GVR,20201218,24.9,25.35,24.3,25.35,3881450
HAG,20201218,5.15,5.27,5.1,5.19,12691250
HAH,20201218,18.3,18.9,17.8,18.8,1008440
HAI,20201218,2.7,2.7,2.68,2.68,1433640
HAP,20201218,5.91,5.96,5.9,5.95,217460
HAR,20201218,4.52,4.63,4.51,4.51,932130
CMG,20201218,32.8,32.8,32.3,32.3,85240
CMV,20201218,13.95,16,13.95,16,220
CMX,20201218,16.1,16.3,15.7,15.9,1049180
CNG,20201218,19.55,19.55,19.45,19.5,36160
COM,20201218,45.5,45.5,45,45,3170
CRC,20201218,16.95,16.95,14.75,15.85,1066560
CRE,20201218,33.3,33.3,32.45,32.6,1254500
CSM,20201218,16.6,16.8,16.4,16.8,80670
CSV,20201218,27.9,28.4,27.7,27.9,286480
CTD,20201218,71.5,71.9,70.6,70.8,1112770
CTF,20201218,21.85,22.9,21.7,22,81290
CTG,20201218,34.3,34.6,34.1,34.6,5660480
CTI,20201218,14.1,14.25,14.05,14.2,578280
CTS,20201218,11.15,11.65,11.1,11.65,1347460
CVT,20201218,42.5,42.7,41.5,42,36640
D2D,20201218,58.1,58.1,57,57.2,250950
DAG,20201218,6.75,6.79,6.7,6.79,636360
DAH,20201218,3.85,3.85,3.78,3.83,392510
DAT,20201218,30.05,31.6,29.8,30,5650
DBC,20201218,48.35,50.6,48.05,50,4032930
DBD,20201218,44.85,44.85,44.3,44.5,14350
DBT,20201218,13.4,13.4,13.35,13.4,6240
DC4,20201218,10.85,10.85,10.55,10.6,20360
DCL,20201218,21.65,23.1,21.65,22.9,323110
DCM,20201218,12.4,12.45,12.3,12.35,2559750
DGC,20201218,48,48.3,47.85,47.95,525560
DGW,20201218,79.5,79.5,77,78.3,215360
DHA,20201218,43.5,43.5,42.1,42.9,28040
DHC,20201218,59.1,59.9,59.1,59.4,255270
DHG,20201218,103,104.5,103,104.4,5140
DHM,20201218,9.78,9.8,9.7,9.76,498720
DIG,20201218,25.9,27.55,25.9,27.35,6476930
DLG,20201218,1.42,1.44,1.4,1.42,4894140
DMC,20201218,56.1,56.2,55.8,56.1,52200
DPG,20201218,28.5,29,28.5,28.55,586850
DPM,20201218,17.9,18,17.7,18,3447300
DPR,20201218,43.8,43.8,43.05,43.2,10310
DQC,20201218,15.5,15.85,15.5,15.6,39070
DRC,20201218,22.4,22.4,22.1,22.25,1044750
DRH,20201218,8.14,8.43,8.05,8.39,2242250
DRL,20201218,56.2,56.2,55.2,56.2,1800
DSN,20201218,47.4,47.4,47.2,47.35,19580
DTA,20201218,4.5,4.72,4.5,4.7,29350
DTL,20201218,8.35,8.35,8.35,8.35,110
BCG,20201218,9.89,9.99,9.87,9.96,1084500
BCM,20201218,41,41,40,40.9,74280
BFC,20201218,16.25,16.55,16.2,16.2,344680
BHN,20201218,79.7,79.7,75.2,75.2,5300
BIC,20201218,21,21.25,20.9,21.15,89730
BID,20201218,46.7,47.5,46.4,47,2432540
BMC,20201218,11.6,11.8,11.4,11.75,100840
BMI,20201218,29.3,29.5,29.05,29.15,560450
BMP,20201218,63.4,64.6,62.8,64.3,112560
BRC,20201218,10.85,11.5,10.85,11.5,350
BSI,20201218,11.05,11.8,11,11.8,1010090
BTP,20201218,14.05,14.05,13.9,14.05,8220
BVH,20201218,57,57.7,56.6,57.1,1271560
BWE,20201218,31.05,32.3,30.65,31.9,1085220
C32,20201218,24.4,24.45,24.1,24.3,281330
C47,20201218,9.62,9.8,9.62,9.7,167320
CAV,20201218,69.9,69.9,69.6,69.7,320
CCI,20201218,13.4,14.2,13.4,13.5,11640
CCL,20201218,8.2,8.5,8.08,8.46,627010
CDC,20201218,23.8,25.5,23.8,25.5,222070
CEE,20201218,18.4,18.7,17.15,18.7,281300
CHP,20201218,19.6,19.7,19.6,19.65,12660
CIG,20201218,1.97,1.97,1.86,1.86,4200
CII,20201218,19.1,19.45,19.05,19.4,2064580
CKG,20201218,13.6,13.85,13.5,13.75,889750
CLC,20201218,31.3,31.3,30.5,30.95,3830
CLG,20201218,0.88,0.88,0.88,0.88,239580
CLL,20201218,29.6,30.5,29.6,30.5,570
CLW,20201218,23,23,23,23,130
AAM,20201218,11.45,11.45,11.1,11.2,2600
ABS,20201218,18.2,18.5,17.5,18.3,266190
ABT,20201218,31.5,31.5,30.7,31.45,40
ACB,20201218,28.45,28.65,28.3,28.4,11693630
ACC,20201218,13.9,14.2,13.9,14,30230
ACL,20201218,12.75,12.85,12.7,12.85,122320
ADS,20201218,9.91,11.2,9.91,10.85,36010
AGG,20201218,30.9,31.1,30.6,31.05,2027740
AGM,20201218,12.7,12.8,12.55,12.7,15350
AGR,20201218,8.14,8.4,8.13,8.34,1951190
AMD,20201218,2.69,2.7,2.66,2.67,1697270
ANV,20201218,22.8,22.85,22.3,22.6,527520
APC,20201218,22.6,22.85,22.5,22.85,52650
APG,20201218,9.8,10.15,9.8,9.9,1250620
APH,20201218,81.8,81.8,76.2,76.2,570900
ASG,20201218,38,38.6,37.5,37.7,23940
ASM,20201218,15.15,15.9,15.05,15.9,4376240
ASP,20201218,6.38,6.38,6.21,6.21,35020
AST,20201218,55.5,56,55.5,55.8,65370
BBC,20201218,58.5,60.5,58.5,60.5,280
BCE,20201218,9.3,9.4,9.1,9.35,234590
AAA,20201218,13.2,13.35,13.15,13.35,2515360
CFPT2008,20201218,2.01,2.12,2.01,2.02,216800
CFPT2010,20201218,7.8,8.08,7.8,7.8,20220
CFPT2011,20201218,2.16,2.3,2.16,2.27,177690
CFPT2012,20201218,1.94,2.02,1.94,1.97,255770
CFPT2013,20201218,4.65,4.9,4.65,4.9,26000
CFPT2014,20201218,3,3.72,3,3.55,330
CFPT2015,20201218,1.99,1.99,1.91,1.97,45430
CFPT2016,20201218,2.42,2.42,2.36,2.42,35510
CHDB2007,20201218,2.3,2.48,2.2,2.48,1386070
CHDB2008,20201218,1.63,1.86,1.61,1.86,722360
CHPG2010,20201218,3.67,3.89,3.61,3.88,415430
CHPG2012,20201218,20.2,20.88,20.2,20.88,11490
CHPG2014,20201218,20.85,21.55,20.8,21.55,36710
CHPG2015,20201218,20.47,21.34,20.46,21.34,54360
CHPG2016,20201218,9.64,9.71,9.46,9.71,21020
CHPG2017,20201218,2.65,2.65,2.42,2.58,792280
CHPG2018,20201218,2.7,2.8,2.61,2.8,97550
CHPG2020,20201218,13.89,14.23,13.52,14.17,55410
CHPG2021,20201218,6.65,7.2,6.65,7.2,100970
CHPG2022,20201218,5.91,6.39,5.91,6.2,314390
CHPG2023,20201218,10.2,10.2,9.5,10.15,162520
CHPG2024,20201218,6,6.1,5.9,6.1,7920
CHPG2025,20201218,6.58,6.9,6.5,6.89,4910
CKDH2001,20201218,1.48,1.55,1.48,1.5,52200
CKDH2002,20201218,1.75,1.81,1.75,1.78,44470
CKDH2003,20201218,1.22,1.22,1.16,1.21,609090
CMBB2007,20201218,4.49,4.83,4.39,4.83,92570
CMBB2008,20201218,6.2,7.14,6.2,7.14,29810
CMBB2009,20201218,3.6,4.2,3.6,4.2,786590
CMBB2010,20201218,7.37,8.09,7.37,8.09,44860
CMBB2011,20201218,6.7,7.56,6.7,7.56,160500
CMSN2006,20201218,5.78,5.93,5.77,5.88,23180
CMSN2007,20201218,3.04,3.04,3.01,3.03,37720
CMSN2009,20201218,2.65,2.67,2.63,2.66,195750
CMSN2010,20201218,15.26,15.41,15.2,15.41,830
CMSN2011,20201218,6.7,6.7,6.7,6.7,4390
CMSN2012,20201218,14.2,14.9,14,14.9,750
CMSN2013,20201218,1.4,1.5,1.4,1.49,131230
CMSN2014,20201218,1.05,1.05,0.93,1,115870
CMWG2010,20201218,3.35,3.49,3.35,3.45,159950
CMWG2012,20201218,7.25,7.46,7.21,7.43,39120
CMWG2013,20201218,14.2,14.2,14.2,14.2,110
CMWG2014,20201218,3.18,3.2,3.18,3.2,2610
CMWG2015,20201218,2.21,2.38,2.19,2.29,802440
CMWG2016,20201218,2,2.05,1.96,2.04,297240
CNVL2002,20201218,2.12,2.38,2.01,2.26,85150
CNVL2003,20201218,1.08,1.14,1.08,1.13,397760
CPNJ2006,20201218,1.86,1.91,1.83,1.87,58580
CPNJ2008,20201218,5.5,5.75,5.5,5.56,29050
CPNJ2009,20201218,2.59,3,2.59,2.87,117530
CPNJ2010,20201218,2.78,2.95,2.78,2.84,437080
CREE2005,20201218,3.43,3.53,3.43,3.53,10050
CREE2006,20201218,1.93,2.08,1.93,2.01,117390
CSBT2007,20201218,2.7,2.75,2.66,2.72,279560
CSTB2006,20201218,2.23,2.4,2.21,2.33,150670
CSTB2007,20201218,3.1,3.3,3.1,3.23,758210
CSTB2010,20201218,2.8,2.95,2.76,2.92,347260
CSTB2011,20201218,3.2,3.49,3.17,3.41,227710
CSTB2012,20201218,4.22,4.54,4.18,4.45,394790
CSTB2013,20201218,4.97,5.31,4.87,5.31,314180
CSTB2014,20201218,5.47,5.85,5.47,5.7,48940
CSTB2015,20201218,1.75,1.92,1.75,1.88,832460
CSTB2016,20201218,2.03,2.16,2,2.15,322780
CTCB2007,20201218,4.25,4.61,4.25,4.6,106230
CTCB2009,20201218,7.49,8,7.4,7.91,440080
CTCB2010,20201218,4,4.35,4,4.35,354470
CTCB2011,20201218,6.1,7.1,6.1,7.1,55890
CTCB2012,20201218,8.4,8.4,8.4,8.4,1000
CTCH2001,20201218,1.13,1.16,1.08,1.14,364330
CTCH2002,20201218,0.87,0.9,0.8,0.89,493340
CTCH2003,20201218,1.23,1.31,1.21,1.25,70680
CVHM2005,20201218,0.85,0.95,0.83,0.9,598290
CVHM2006,20201218,0.63,0.7,0.63,0.64,219490
CVHM2007,20201218,2.49,2.6,2.4,2.58,322390
CVHM2008,20201218,1.2,1.3,1.2,1.3,46390
CVHM2009,20201218,1.75,1.9,1.74,1.84,957560
CVHM2010,20201218,1.58,1.66,1.58,1.66,290850
CVIC2004,20201218,0.9,0.9,0.82,0.87,1166790
CVIC2005,20201218,1.68,1.68,1.6,1.68,255700
CVIC2006,20201218,2.39,2.49,2.27,2.35,459200
CVIC2007,20201218,0.68,0.7,0.63,0.69,86720
CVJC2004,20201218,1.12,1.16,1.04,1.15,135900
CVJC2005,20201218,2.65,2.78,2.65,2.75,279770
CVJC2006,20201218,1.4,1.42,1.31,1.36,627940
CVNM2007,20201218,1.19,1.22,1.18,1.22,114540
CVNM2008,20201218,2.22,2.33,2.18,2.2,340450
CVNM2010,20201218,2.65,2.72,2.65,2.72,134370
CVNM2011,20201218,1.04,1.06,1.02,1.05,475380
CVNM2012,20201218,5.46,5.87,5.11,5.21,41660
CVNM2013,20201218,1.79,1.81,1.7,1.77,1156230
CVNM2014,20201218,0.8,0.82,0.8,0.8,1550
CVNM2015,20201218,1.75,1.75,1.65,1.65,91050
CVNM2016,20201218,0.66,0.69,0.65,0.69,158340
CVPB2008,20201218,4.36,5.2,4.35,4.95,60580
CVPB2010,20201218,7.54,8.74,7.54,8.72,133300
CVPB2011,20201218,3.8,4.52,3.8,4.52,1848280
CVPB2012,20201218,4.2,4.64,4.08,4.64,1044180
CVPB2013,20201218,6.25,6.25,5.81,6.05,4700
CVPB2014,20201218,3.54,4.35,3.54,4.35,129910
CVPB2015,20201218,7.59,8.18,7.53,8.18,27110
CVRE2007,20201218,0.57,0.59,0.51,0.57,1036060
CVRE2008,20201218,1.12,1.21,1.12,1.13,50680
CVRE2009,20201218,0.91,0.97,0.86,0.96,814400
CVRE2010,20201218,0.74,0.8,0.69,0.79,923580
CVRE2011,20201218,1.09,1.19,1.06,1.18,793010
CVRE2012,20201218,1.39,1.5,1.39,1.49,462040
CVRE2013,20201218,6.4,6.5,6.13,6.28,86940
E1VFVN30,20201218,17.1,17.59,17.1,17.59,1556260
FUEMAV30,20201218,12.12,12.3,12.1,12.3,206200
FUESSV30,20201218,12.79,12.89,12.68,12.89,301230
FUESSV50,20201218,15,15.3,14.91,15.3,104050
FUESSVFL,20201218,12.9,13.3,12.9,13.3,24980
FUEVFVND,20201218,15.97,16.39,15.97,16.39,555790
FUEVN100,20201218,13.17,13.33,13.17,13.33,12150
HTI,20201218,13.7,13.95,13.6,13.65,50390
